,Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (1. Année précédente),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (2. Année précédente),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (3. Année précédente),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (4. Année précédente)
6/27/2019 9:45,6.299667,4.1592,5.808208,2.953245,3.14708
6/27/2019 10:00,6.335924,4.208955,5.908245,2.968648,3.184342
6/27/2019 10:15,6.363694,4.272883,5.931111,2.996164,3.211133
6/27/2019 10:30,6.383349,4.357333,5.941783,3.033247,3.213633
6/27/2019 10:45,6.475555,4.426078,5.95205,3.072372,3.217305
6/27/2019 11:00,6.599205,4.497763,5.972525,3.105511,3.256256
6/27/2019 11:15,6.759993,4.580308,6.000929,3.147412,3.347092
6/27/2019 11:30,6.895472,4.651378,6.067563,3.195506,3.478658
6/27/2019 11:45,7.018705,4.679867,6.094996,3.242742,3.598713
6/27/2019 12:00,7.176425,4.719266,6.130281,3.28925,3.690417
6/27/2019 12:15,7.206414,4.816522,6.128817,3.335997,3.788852
6/27/2019 12:30,7.191595,4.921193,6.170092,3.379567,3.894122
6/27/2019 12:45,7.14155,5.032415,6.210474,3.408512,3.997853
6/27/2019 13:00,7.167008,5.138526,6.267807,3.447606,4.104722
6/27/2019 13:15,7.311717,5.247445,6.318607,3.482605,4.187483
6/27/2019 13:30,7.26575,5.3608,6.364645,3.518705,4.271578
6/27/2019 13:45,7.313734,5.476544,6.104822,3.584786,4.321244
6/27/2019 14:00,7.454934,5.587,4.911791,3.669525,4.374005
6/27/2019 14:15,7.628715,5.695532,3.360512,3.755344,4.424372
6/27/2019 14:30,7.545211,5.8058,2.940059,3.848564,4.471675
6/27/2019 14:45,7.612405,5.928158,4.942821,3.93632,4.493411
6/27/2019 15:00,7.73119,6.031586,6.307644,4.035413,4.520864
6/27/2019 15:15,7.83235,6.104209,6.928555,4.123952,4.526476
6/27/2019 15:30,7.927051,6.164785,7.199033,4.211783,4.524906
6/27/2019 15:45,8.028087,6.264383,7.327741,4.297325,4.517301
6/27/2019 16:00,7.651062,6.373365,7.391867,4.38781,4.510861
6/27/2019 16:15,7.23265,6.486807,7.405183,4.480937,4.50177
6/27/2019 16:30,7.216156,6.573184,7.3765,4.553511,4.471661
6/27/2019 16:45,7.261981,6.661633,7.326259,4.629108,4.442017
6/27/2019 17:00,7.355121,6.7408,7.273275,4.692992,4.425085
6/27/2019 17:15,7.464032,6.806589,7.244096,4.746578,4.411028
6/27/2019 17:30,7.509408,6.856356,7.21174,4.787705,4.397998
6/27/2019 17:45,7.536667,6.900172,7.181363,4.817133,4.386334
6/27/2019 18:00,7.552898,6.9355,7.1518,4.843431,4.3606
6/27/2019 18:15,8.513917,7.006059,7.27463,4.853066,4.379734
6/27/2019 18:30,9.22096,7.0259,7.256866,4.870245,4.375369
6/27/2019 18:45,8.834,7.022179,7.223859,4.885939,4.360617
6/27/2019 19:00,8.566534,6.980681,7.168971,4.883497,4.3338
6/27/2019 19:15,8.514419,6.94202,7.125022,4.892175,4.314499
6/27/2019 19:30,8.482397,6.894169,7.111471,4.878061,4.3126
6/27/2019 19:45,8.453861,6.838,7.077815,4.87217,4.323801
6/27/2019 20:00,8.422805,6.76965,7.030538,4.838875,4.321462
6/27/2019 20:15,8.375648,6.719155,6.95903,4.816028,4.320964
6/27/2019 20:30,8.31626,6.65795,6.9046,4.778589,4.306694
6/27/2019 20:45,8.2574,6.608217,6.84957,4.747167,4.291361
6/27/2019 21:00,8.16038,6.549617,6.820326,4.707907,4.252218
6/27/2019 21:15,8.078816,6.481866,6.745234,4.649828,4.216483
6/27/2019 21:30,8.02471,6.419875,6.6675,4.604567,4.167628
6/27/2019 21:45,8.013316,6.37192,6.609718,4.554368,4.130256
6/27/2019 22:00,7.945694,6.319292,6.529163,4.494962,4.095216
6/27/2019 22:15,7.8789,6.271608,6.424096,4.445806,4.058356
6/27/2019 22:30,7.845263,6.210344,6.372052,4.388698,4.023203
6/27/2019 22:45,7.763924,6.153211,6.297222,4.338353,3.973959
6/27/2019 23:00,8.631939,6.100889,6.210148,4.280868,3.944033
6/27/2019 23:15,8.973139,6.063967,6.168704,4.241925,3.901628
6/27/2019 23:30,8.942789,6.043578,6.1196,4.191752,3.864328
6/27/2019 23:45,8.888243,5.995578,6.068341,4.126697,3.825787
6/28/2019 0:00,8.822952,5.921933,6.030059,4.083656,3.777244
6/28/2019 0:15,8.778789,5.850733,6.011741,4.032828,3.748589
6/28/2019 0:30,8.714211,5.76479,6.004978,4.000798,3.696689
6/28/2019 0:45,8.663905,5.676885,5.955563,3.948364,3.665761
6/28/2019 1:00,8.610995,5.5762,5.913793,3.914455,3.639788
6/28/2019 1:15,8.555833,5.505033,5.897726,3.86676,3.618689
6/28/2019 1:30,8.473997,5.442333,5.915918,3.821028,3.588194
6/28/2019 1:45,8.405819,5.399704,6.038556,3.778923,3.553262
6/28/2019 2:00,8.353016,5.365206,6.287181,3.730331,3.522456
6/28/2019 2:15,8.293717,5.332021,6.566593,3.694064,3.483467
6/28/2019 2:30,8.176644,5.310306,6.695326,3.649092,3.451565
6/28/2019 2:45,7.807211,5.2667,6.662244,3.633761,3.427822
6/28/2019 3:00,7.169665,5.223089,6.511458,3.611258,3.393684
6/28/2019 3:15,6.608662,5.164058,6.300148,3.582867,3.361753
6/28/2019 3:30,6.631538,5.100014,6.106119,3.535995,3.333165
6/28/2019 3:45,7.075783,5.0581,5.949815,3.480958,3.299789
6/28/2019 4:00,7.384049,5.023384,5.800141,3.440767,3.271136
6/28/2019 4:15,7.476766,4.999109,5.665904,3.385818,3.237128
6/28/2019 4:30,7.470933,4.982996,5.559246,3.361992,3.20733
6/28/2019 4:45,7.373344,4.949728,5.512371,3.329402,3.188691
6/28/2019 5:00,7.302784,4.916607,5.442948,3.305833,3.168569
6/28/2019 5:15,7.211891,4.887839,5.42697,3.294425,3.136586
6/28/2019 5:30,7.117051,4.854328,5.5135,3.284125,3.107455
6/28/2019 5:45,6.928838,4.815508,5.775755,3.257356,3.084172
6/28/2019 6:00,6.755332,4.787483,6.144829,3.218856,3.049789
6/28/2019 6:15,6.585084,4.722556,6.321525,3.1757,2.992319
6/28/2019 6:30,6.499949,4.648404,6.304215,3.142794,2.933894
6/28/2019 6:45,6.465791,4.602754,6.146289,3.112794,2.905131
6/28/2019 7:00,6.413831,4.568117,5.920992,3.08363,2.886728
6/28/2019 7:15,6.328656,4.522411,5.729558,3.051727,2.866467
6/28/2019 7:30,6.208661,4.456445,5.521385,3.028167,2.846528
6/28/2019 7:45,6.055592,4.372722,5.362358,2.999999,2.825067
6/28/2019 8:00,5.918318,4.2851,5.247733,2.977722,2.8079
6/28/2019 8:15,5.848122,4.241734,5.156921,2.966022,2.791595
6/28/2019 8:30,5.769744,4.234571,5.074252,2.94313,2.772028
6/28/2019 8:45,5.743805,4.244624,5.006717,2.934561,2.763172
6/28/2019 9:00,5.776256,4.256328,4.910385,2.925294,2.761725
6/28/2019 9:15,5.8662,4.265967,4.84163,2.914222,2.763808
6/28/2019 9:30,5.969202,4.276733,4.80372,2.916503,2.775145
6/28/2019 9:45,6.028414,4.3042,4.7786,2.932839,2.805372
6/28/2019 10:00,6.081511,4.346578,4.776033,2.928072,2.850211
6/28/2019 10:15,6.14569,4.392717,4.776148,2.597814,2.907044
6/28/2019 10:30,6.256256,4.421763,4.810004,1.675349,2.967742
6/28/2019 10:45,6.37158,4.440304,4.878867,0.958515,3.046511
6/28/2019 11:00,6.5362,4.492183,4.960606,1.495417,3.139536
6/28/2019 11:15,6.703567,4.574952,5.069044,2.778026,3.237617
6/28/2019 11:30,6.826112,4.674067,5.15735,3.0463,3.331455
6/28/2019 11:45,6.9711,4.765281,5.267718,3.163211,3.42498
6/28/2019 12:00,7.161543,4.824989,5.507111,3.239778,3.528783
6/28/2019 12:15,7.37335,4.892734,5.819954,3.30723,3.633489
6/28/2019 12:30,7.507183,4.955867,6.03457,3.366711,3.745755
6/28/2019 12:45,7.525767,5.021554,6.199955,3.451183,3.865722
6/28/2019 13:00,7.604851,5.087278,6.277,3.522083,3.966652
6/28/2019 13:15,7.588701,5.152837,6.324015,3.600678,4.078489
6/28/2019 13:30,7.512563,5.21865,6.407994,3.68377,4.187689
6/28/2019 13:45,7.580883,5.298417,6.536848,3.778244,4.303723
6/28/2019 14:00,7.721639,5.39573,6.655416,3.879952,4.416878
6/28/2019 14:15,7.872475,5.484272,6.692763,3.987917,4.521356
6/28/2019 14:30,8.012994,5.575689,6.665376,4.11071,4.63355
6/28/2019 14:45,8.080783,5.641878,6.57355,4.211955,4.730686
6/28/2019 15:00,8.019421,5.697828,6.5036,4.324828,4.816994
6/28/2019 15:15,8.066608,5.776882,6.45897,4.434817,4.891078
6/28/2019 15:30,8.166924,5.865255,6.486013,4.570325,4.962611
6/28/2019 15:45,8.261666,5.963778,6.508917,4.688991,5.015244
6/28/2019 16:00,8.145625,6.031231,6.5122,4.804687,5.084989
6/28/2019 16:15,8.148094,6.09795,6.459613,4.912014,5.14598
6/28/2019 16:30,8.204567,6.150633,6.399,4.991841,5.206713
6/28/2019 16:45,8.167306,6.191378,6.327276,5.072083,5.265843
6/28/2019 17:00,7.966208,6.231767,6.232383,5.160389,5.308373
6/28/2019 17:15,7.961511,6.352733,6.156358,5.239349,5.338136
6/28/2019 17:30,7.983249,6.454089,6.085153,5.306625,5.389872
6/28/2019 17:45,8.018804,6.472311,6.021865,5.389713,5.422173
6/28/2019 18:00,8.050183,6.467354,5.935091,5.416737,5.45903
6/28/2019 18:15,7.950667,6.533098,5.938035,5.448033,5.517211
6/28/2019 18:30,7.8555,6.558052,5.87289,5.468304,5.522841
6/28/2019 18:45,7.830259,6.543458,5.749017,5.491439,5.529339
6/28/2019 19:00,7.810284,6.523623,5.641917,5.504128,5.522599
6/28/2019 19:15,7.783985,6.492079,5.526098,5.477486,5.50952
6/28/2019 19:30,7.743118,6.463622,5.427355,5.449697,5.490123
6/28/2019 19:45,7.732646,6.433229,5.33242,5.430725,5.442396
6/28/2019 20:00,7.692385,6.404422,5.245075,5.407097,5.383783
6/28/2019 20:15,7.616046,6.363517,5.205904,5.37665,5.338858
6/28/2019 20:30,7.567283,6.28935,5.195104,5.329709,5.305389
6/28/2019 20:45,7.51092,6.219283,5.321578,5.290693,5.260592
6/28/2019 21:00,7.44785,6.125102,5.698415,5.251473,5.21995
6/28/2019 21:15,8.368344,6.074189,6.233385,5.212803,5.169103
6/28/2019 21:30,8.854509,6.04165,6.832074,5.178833,5.128228
6/28/2019 21:45,8.378667,6.017258,7.319822,5.125329,5.079919
6/28/2019 22:00,8.253956,6.00542,7.696711,5.086361,5.048722
6/28/2019 22:15,8.196967,5.97865,7.935842,5.030447,5.007861
6/28/2019 22:30,8.12289,5.918326,8.030859,4.987962,4.973397
6/28/2019 22:45,8.039535,5.868079,8.046866,4.962,4.922256
6/28/2019 23:00,7.955855,5.801083,7.9824,4.917161,4.887119
6/28/2019 23:15,7.870333,5.745439,7.828708,4.894561,4.835849
6/28/2019 23:30,7.780356,5.666454,7.599017,4.876337,4.792189
6/28/2019 23:45,8.295127,5.582611,7.341185,4.835361,4.737079
6/29/2019 0:00,8.946491,5.526311,7.097008,4.782589,4.700728
6/29/2019 0:15,8.973637,5.484917,6.866208,4.739989,4.659228
6/29/2019 0:30,8.899226,5.454683,6.655334,4.683128,4.603062
6/29/2019 0:45,8.823771,5.3826,6.446385,4.638519,4.551196
6/29/2019 1:00,8.731728,5.263617,6.272067,4.580531,4.513721
6/29/2019 1:15,8.654648,5.170378,6.098089,4.540023,4.469052
6/29/2019 1:30,8.563488,5.124516,5.980763,4.494831,4.426491
6/29/2019 1:45,8.496567,5.133939,5.852341,4.455822,4.368894
6/29/2019 2:00,8.408392,5.143467,5.732822,4.406397,4.33445
6/29/2019 2:15,8.319028,5.139733,5.608111,4.359622,4.267367
6/29/2019 2:30,8.227301,5.116179,5.490763,4.311726,4.214164
6/29/2019 2:45,8.191741,5.08455,5.382289,4.258322,4.166289
6/29/2019 3:00,8.149384,5.030183,5.300361,4.221356,4.116325
6/29/2019 3:15,8.067284,4.972262,5.248919,4.182594,4.068603
6/29/2019 3:30,7.997612,4.944554,5.198333,4.148861,4.028692
6/29/2019 3:45,7.890397,4.913439,5.128933,4.105519,3.985259
6/29/2019 4:00,7.779942,4.886261,5.026052,4.071721,3.949097
6/29/2019 4:15,7.647486,4.848967,4.92797,4.026922,3.908947
6/29/2019 4:30,7.530093,4.8131,4.838333,3.991691,3.87022
6/29/2019 4:45,7.402583,4.778189,4.743534,3.935722,3.828228
6/29/2019 5:00,7.298545,4.752291,4.630483,3.883822,3.784361
6/29/2019 5:15,7.19542,4.725557,4.516408,3.828955,3.747064
6/29/2019 5:30,7.084173,4.696533,4.441289,3.779889,3.713158
6/29/2019 5:45,6.979217,4.658489,4.406692,3.724448,3.675503
6/29/2019 6:00,6.857848,4.616081,4.342244,3.674689,3.623764
6/29/2019 6:15,6.597253,4.433252,4.181346,3.626831,3.563911
6/29/2019 6:30,6.431563,4.342566,4.069783,3.577346,3.493681
6/29/2019 6:45,6.347147,4.302088,3.987996,3.545063,3.448164
6/29/2019 7:00,6.258083,4.262733,3.933271,3.500122,3.413864
6/29/2019 7:15,6.170725,4.227081,3.873696,3.475734,3.379956
6/29/2019 7:30,6.094767,4.190816,3.814459,3.45427,3.352494
6/29/2019 7:45,6.025217,4.152133,3.774844,3.431188,3.317961
6/29/2019 8:00,5.938214,4.118667,3.750289,3.397586,3.295725
6/29/2019 8:15,5.850616,4.078278,3.743026,3.350939,3.247689
6/29/2019 8:30,5.796273,4.048095,3.689583,3.312891,3.213356
6/29/2019 8:45,5.772923,4.034708,3.596118,3.273228,3.2008
6/29/2019 9:00,5.769995,4.026733,3.519207,3.256717,3.198408
6/29/2019 9:15,5.781759,4.031556,3.461911,3.264544,3.2187
6/29/2019 9:30,5.832289,4.072686,3.427853,3.291605,3.270273
6/29/2019 9:45,5.904669,4.131525,3.386511,3.331223,3.316883
6/29/2019 10:00,5.995078,4.197798,3.366108,3.385404,3.348098
6/29/2019 10:15,6.057717,4.275356,3.370481,3.419846,3.380105
6/29/2019 10:30,6.138073,4.36066,3.4039,3.444494,3.414511
6/29/2019 10:45,6.222366,4.443158,3.456667,3.487212,3.456778
6/29/2019 11:00,6.327183,4.530696,3.547217,3.549283,3.521247
6/29/2019 11:15,6.4197,4.655298,3.63203,3.624377,3.593389
6/29/2019 11:30,6.53468,4.784489,3.719422,3.702219,3.694716
6/29/2019 11:45,6.651747,4.869362,3.821793,3.793679,3.804916
6/29/2019 12:00,6.755305,4.9029,3.922045,3.887925,3.944392
6/29/2019 12:15,6.877783,4.919134,4.010652,3.966984,4.076822
6/29/2019 12:30,7.050644,4.979965,4.071204,4.067369,4.21697
6/29/2019 12:45,7.224638,5.101284,4.102533,4.156055,4.370422
6/29/2019 13:00,7.412717,5.261033,4.155148,4.23507,4.537076
6/29/2019 13:15,7.6358,5.451954,4.218022,4.330892,4.706361
6/29/2019 13:30,7.623,5.638083,4.271066,4.440661,4.849216
6/29/2019 13:45,7.533792,5.791446,4.296287,4.536223,4.972289
6/29/2019 14:00,7.529583,5.899029,4.298225,4.639616,5.094089
6/29/2019 14:15,7.475729,6.014258,4.310731,4.75685,5.230149
6/29/2019 14:30,7.515839,6.1198,4.324022,4.853288,5.371155
6/29/2019 14:45,7.485291,6.205756,4.350392,4.949667,5.542989
6/29/2019 15:00,7.501534,6.308688,4.364126,5.043433,5.671197
6/29/2019 15:15,7.6136,6.38626,4.353997,5.143928,5.823833
6/29/2019 15:30,7.737606,6.460015,4.321178,5.280602,5.955033
6/29/2019 15:45,7.769383,6.523456,4.272165,5.444472,6.096585
6/29/2019 16:00,7.606483,6.5921,4.218348,5.598397,6.209789
6/29/2019 16:15,7.640803,6.650022,4.175378,5.692172,6.320122
6/29/2019 16:30,7.72235,6.701689,4.199052,5.805486,6.428717
6/29/2019 16:45,7.78454,6.750553,4.217133,5.890136,6.528876
6/29/2019 17:00,7.847479,6.773988,4.217504,5.975184,6.584728
6/29/2019 17:15,7.903389,6.790367,4.183217,6.032765,6.656878
6/29/2019 17:30,7.968942,6.800779,4.147363,6.078058,6.736447
6/29/2019 17:45,8.06194,6.807367,4.134815,6.093903,6.799678
6/29/2019 18:00,8.08486,6.812591,4.132008,6.085976,6.834399
6/29/2019 18:15,8.074317,6.958322,4.253378,6.079309,6.901011
6/29/2019 18:30,8.070717,7.023034,4.259046,6.112073,6.918541
6/29/2019 18:45,8.091607,7.0252,4.240911,6.15565,6.894789
6/29/2019 19:00,8.096256,7.027117,4.205014,6.205639,6.892327
6/29/2019 19:15,8.152817,7.011125,4.155012,6.212378,6.851027
6/29/2019 19:30,8.163233,6.968509,4.115292,6.221301,6.814667
6/29/2019 19:45,8.161823,6.944692,4.088071,6.217739,6.765491
6/29/2019 20:00,8.1766,6.935513,4.048544,6.19277,6.683051
6/29/2019 20:15,8.186636,6.913405,4.014714,6.174104,6.615792
6/29/2019 20:30,8.184834,6.875356,3.974367,6.148545,6.549555
6/29/2019 20:45,8.186009,6.860145,3.923506,6.063908,6.473069
6/29/2019 21:00,8.172794,6.827183,3.879772,5.968335,6.376478
6/29/2019 21:15,8.170417,6.781384,3.842407,5.86288,6.252148
6/29/2019 21:30,8.127222,6.723221,3.785304,5.789955,6.16535
6/29/2019 21:45,8.064111,6.657939,3.7459,5.713192,6.118286
6/29/2019 22:00,8.034626,6.612178,3.701439,5.662885,6.082124
6/29/2019 22:15,7.9827,6.573267,3.645533,5.595831,6.028313
6/29/2019 22:30,7.964366,6.522889,3.574689,5.527761,5.952084
6/29/2019 22:45,7.920317,6.461417,3.509711,5.457678,5.861842
6/29/2019 23:00,8.230342,6.381319,3.464524,5.377833,5.746745
6/29/2019 23:15,8.486422,6.303308,3.3699,5.308828,5.655792
6/29/2019 23:30,8.487425,6.247954,3.302644,5.235023,5.57184
6/29/2019 23:45,8.415234,6.206555,3.312811,5.179261,5.520571
6/30/2019 0:00,8.364467,6.155531,3.340129,5.143654,5.467987
6/30/2019 0:15,8.6176,6.110852,3.340711,5.096961,5.385516
6/30/2019 0:30,8.795117,6.050067,3.3158,5.042826,5.309624
6/30/2019 0:45,8.742811,5.984559,3.287452,4.994424,5.226249
6/30/2019 1:00,8.644667,5.9302,3.288481,4.948822,5.155722
6/30/2019 1:15,8.553089,5.871,3.299296,4.91574,5.102255
6/30/2019 1:30,8.462916,5.812383,3.292933,4.899261,5.043261
6/30/2019 1:45,8.432984,5.769233,3.302148,4.855997,4.983849
6/30/2019 2:00,8.419911,5.709822,3.321289,4.807065,4.918487
6/30/2019 2:15,8.601752,5.6539,3.354911,4.752413,4.841322
6/30/2019 2:30,8.781939,5.58597,3.365904,4.694792,4.784885
6/30/2019 2:45,8.745314,5.531333,3.362618,4.645464,4.739733
6/30/2019 3:00,8.659311,5.471237,3.346667,4.598719,4.69215
6/30/2019 3:15,8.592684,5.425674,3.306622,4.577097,4.638626
6/30/2019 3:30,8.516304,5.368807,3.265058,4.527156,4.586589
6/30/2019 3:45,8.44184,5.311267,3.226467,4.45285,4.526861
6/30/2019 4:00,8.328681,5.263916,3.192245,4.38462,4.474958
6/30/2019 4:15,8.253151,5.215483,3.156215,4.323928,4.415494
6/30/2019 4:30,8.132183,5.171043,3.122244,4.309077,4.363259
6/30/2019 4:45,8.049417,5.132778,3.08103,4.350619,4.281059
6/30/2019 5:00,7.944917,5.096689,3.050067,4.19468,4.220083
6/30/2019 5:15,7.839394,5.056316,3.028717,4.075711,4.141761
6/30/2019 5:30,7.697728,5.01695,2.991598,4.139811,4.076247
6/30/2019 5:45,7.519367,4.98087,2.949158,3.816167,4.024284
6/30/2019 6:00,7.2735,4.946025,2.902844,3.404545,3.98775
6/30/2019 6:15,6.9249,4.796548,2.774548,3.282178,3.933486
6/30/2019 6:30,6.721716,4.704883,2.701222,3.238203,3.863561
6/30/2019 6:45,6.67634,4.649951,2.660178,3.162212,3.817222
6/30/2019 7:00,6.654275,4.60375,2.631558,2.902406,3.777628
6/30/2019 7:15,6.634772,4.571261,2.607044,2.81425,3.751856
6/30/2019 7:30,6.607467,4.5295,2.581778,2.775111,3.707589
6/30/2019 7:45,6.583804,4.488622,2.553444,3.057783,3.660056
6/30/2019 8:00,6.519531,4.4699,2.519763,3.241957,3.611722
6/30/2019 8:15,6.46685,4.475633,2.492281,3.283242,3.56809
6/30/2019 8:30,6.438095,4.4814,2.467444,3.273342,3.549342
6/30/2019 8:45,6.416764,4.438775,2.441017,3.232159,3.530797
6/30/2019 9:00,6.441625,4.4025,2.420385,3.226427,3.526733
6/30/2019 9:15,6.467625,4.402796,2.420133,3.233603,3.539405
6/30/2019 9:30,6.482696,4.402943,2.411889,3.238208,3.591311
6/30/2019 9:45,6.454472,4.417395,2.357746,3.230661,3.649244
6/30/2019 10:00,6.424026,4.461267,2.297325,3.233566,3.743561
6/30/2019 10:15,6.44585,4.560028,2.367289,3.637561,3.867424
6/30/2019 10:30,6.5636,4.682033,2.514445,3.812891,4.008864
6/30/2019 10:45,6.714927,4.776378,2.610637,3.854873,4.136183
6/30/2019 11:00,6.907333,4.861478,2.6512,3.918515,4.266883
6/30/2019 11:15,7.05575,4.955467,2.681889,3.97785,4.407203
6/30/2019 11:30,7.035615,5.048666,2.726267,4.039011,4.541255
6/30/2019 11:45,7.138872,5.132333,2.78563,4.114147,4.702462
6/30/2019 12:00,7.264,5.226067,2.835367,4.201416,4.853663
6/30/2019 12:15,7.390996,5.372718,2.901387,4.308694,5.018472
6/30/2019 12:30,7.573775,5.535933,2.990444,4.42095,5.172094
6/30/2019 12:45,7.569265,5.673417,3.112852,4.505814,5.302016
6/30/2019 13:00,7.63692,5.844742,3.214867,4.565017,5.443098
6/30/2019 13:15,7.564719,5.98675,3.298467,4.618114,5.598369
6/30/2019 13:30,7.582406,6.153472,3.3932,4.679611,5.786772
6/30/2019 13:45,7.690017,6.317524,3.488193,4.725205,5.990411
6/30/2019 14:00,7.575351,6.4878,3.568921,4.768346,6.158466
6/30/2019 14:15,7.63726,6.629064,3.628889,4.842447,6.33281
6/30/2019 14:30,7.475429,6.762,3.649555,4.908968,6.523767
6/30/2019 14:45,7.456383,6.918267,3.663755,4.972083,6.709133
6/30/2019 15:00,7.530417,7.079972,3.650804,5.040178,6.893069
6/30/2019 15:15,7.623758,7.211324,3.618941,5.11785,7.093688
6/30/2019 15:30,7.68545,7.2899,3.566472,5.190284,7.259173
6/30/2019 15:45,7.752984,7.377645,3.51863,5.288244,7.456482
6/30/2019 16:00,7.856094,7.473267,3.477148,5.40784,7.651256
6/30/2019 16:15,7.934294,7.581696,3.447317,5.488976,7.831008
6/30/2019 16:30,7.996831,7.687706,3.420178,5.564815,7.999758
6/30/2019 16:45,8.080489,7.75555,3.412583,5.639084,8.123891
6/30/2019 17:00,8.11353,7.791859,3.398637,5.703207,8.222849
6/30/2019 17:15,8.16445,7.862762,3.369704,5.761356,8.310865
6/30/2019 17:30,7.8609,7.9424,3.330842,5.798825,8.389639
6/30/2019 17:45,7.586245,8.01353,3.304311,5.807054,8.431581
6/30/2019 18:00,7.881761,8.081683,3.284622,5.853814,8.460253
6/30/2019 18:15,8.51155,8.261933,3.422187,5.986321,8.543605
6/30/2019 18:30,7.985742,8.3442,3.431311,6.047561,8.555843
6/30/2019 18:45,7.654666,8.370388,3.4022,6.036859,8.565964
6/30/2019 19:00,7.595761,8.387533,3.348822,6.025679,8.54871
6/30/2019 19:15,7.588379,8.372933,3.297367,6.009886,8.544149
6/30/2019 19:30,7.562383,8.338733,3.267533,6.004519,8.543494
6/30/2019 19:45,7.686831,8.316267,3.228046,5.994722,8.433743
6/30/2019 20:00,8.339695,8.320933,3.196375,5.985344,8.325681
6/30/2019 20:15,8.419133,8.273133,3.160192,5.979877,8.218766
6/30/2019 20:30,8.451384,8.189267,3.125889,5.941088,8.146852
6/30/2019 20:45,8.498399,8.115191,3.091645,5.875073,8.063817
6/30/2019 21:00,8.511338,8.056761,3.049708,5.83863,7.955173
6/30/2019 21:15,8.523237,8.033033,3.008696,5.793566,7.88513
6/30/2019 21:30,8.548262,8.025039,2.970906,5.720522,7.808385
6/30/2019 21:45,8.561211,8.0445,2.941963,5.657917,7.713989
6/30/2019 22:00,8.541908,8.011738,2.914452,5.630134,7.684294
6/30/2019 22:15,8.496205,7.972672,2.895965,5.642418,7.611954
6/30/2019 22:30,8.445784,7.929844,2.862056,5.61625,7.542506
6/30/2019 22:45,8.397321,7.886422,2.821017,5.563998,7.406321
6/30/2019 23:00,8.361655,7.820487,2.77932,5.510492,7.345222
6/30/2019 23:15,8.3069,7.756933,2.75275,5.443483,7.25238
6/30/2019 23:30,8.250584,7.672482,2.731519,5.384125,7.108712
6/30/2019 23:45,8.220634,7.609708,2.698581,5.314624,6.993598
7/1/2019 0:00,8.377375,7.5708,2.656578,5.265514,6.88025
7/1/2019 0:15,8.84986,7.540421,2.620904,5.207108,6.736509
7/1/2019 0:30,8.878917,7.474932,2.606638,5.187125,6.642049
7/1/2019 0:45,8.857721,7.4111,2.604067,5.182858,6.528962
7/1/2019 1:00,8.787236,7.3612,2.594178,5.164889,6.449821
7/1/2019 1:15,8.746267,7.309548,2.581667,5.120098,6.358147
7/1/2019 1:30,8.710517,7.241335,2.571939,5.061853,6.286529
7/1/2019 1:45,8.668327,7.185129,2.555639,4.992956,6.209661
7/1/2019 2:00,8.614201,7.130015,2.5266,4.938778,6.155982
7/1/2019 2:15,8.571089,7.067317,2.49325,4.907853,6.059211
7/1/2019 2:30,8.522711,7.003433,2.456133,4.865436,5.990472
7/1/2019 2:45,8.496345,6.924,2.428442,4.839119,5.918014
7/1/2019 3:00,8.455347,6.845919,2.401317,4.810153,5.875701
7/1/2019 3:15,8.413215,6.781849,2.390044,4.748183,5.810467
7/1/2019 3:30,8.38143,6.70197,2.375644,4.708575,5.678759
7/1/2019 3:45,8.353302,6.62717,2.363844,4.676764,5.564318
7/1/2019 4:00,8.488208,6.59101,2.350567,4.6228,5.479486
7/1/2019 4:15,8.865312,6.53376,2.3214,4.565268,5.42115
7/1/2019 4:30,8.891891,6.446317,2.326021,4.513584,5.348611
7/1/2019 4:45,8.8373,6.344585,2.342659,4.450689,5.288397
7/1/2019 5:00,8.781408,6.243166,2.359474,4.398809,5.2333
7/1/2019 5:15,8.735933,6.11083,2.380578,4.356025,5.189533
7/1/2019 5:30,8.684608,5.938533,2.401378,4.310397,5.138425
7/1/2019 5:45,8.63096,5.800187,2.4169,4.252986,5.131467
7/1/2019 6:00,8.576211,5.713555,2.419733,4.197401,5.119622
7/1/2019 6:15,8.37228,5.526956,2.280838,4.015541,5.027302
7/1/2019 6:30,8.163778,5.431692,2.218711,3.895322,4.923616
7/1/2019 6:45,8.034364,5.445083,2.216081,3.836861,4.871011
7/1/2019 7:00,7.987763,5.459008,2.206845,3.795464,4.822289
7/1/2019 7:15,7.999858,5.426044,2.173119,3.74582,4.775556
7/1/2019 7:30,7.993829,5.38445,2.150167,3.704695,4.732489
7/1/2019 7:45,7.978044,5.317358,2.132355,3.653267,4.685869
7/1/2019 8:00,7.9464,5.246111,2.104371,3.601968,4.659679
7/1/2019 8:15,7.895278,5.177649,2.081467,3.547561,4.623703
7/1/2019 8:30,7.849415,5.155533,2.067867,3.517686,4.595222
7/1/2019 8:45,7.831207,5.151794,2.071417,3.482167,4.594175
7/1/2019 9:00,7.832276,5.161954,2.068733,3.4573,4.634808
7/1/2019 9:15,7.858345,5.170978,2.069733,3.458801,4.709845
