,Zmutt / Météo (Zmutt_Température - C°),C: Zmutt / Météo (Zmutt_Température - C°) (1. Année précédente),C: Zmutt / Météo (Zmutt_Température - C°) (2. Année précédente),C: Zmutt / Météo (Zmutt_Température - C°) (3. Année précédente),C: Zmutt / Météo (Zmutt_Température - C°) (4. Année précédente)
Horodatage,°C,°C,°C,°C,°C
7/10/2019 23:00,12.007999,13.893333,10.544,16.394001,13.777889
7/10/2019 23:15,11.576,13.556,10.688001,16.475334,13.510667
7/10/2019 23:30,11.284,13.114,10.878,16.810667,13.020667
7/10/2019 23:45,11.07,12.644,10.551111,16.944056,12.670667
7/11/2019 0:00,10.692056,12.116,10.380667,16.449444,12.518666
7/11/2019 0:15,10.4,11.812,10.408,15.99,12.335999
7/11/2019 0:30,10.176,11.736,10.444667,15.716611,12.295333
7/11/2019 0:45,9.993333,10.952833,9.572,15.263389,11.964
7/11/2019 1:00,9.820667,10.56,9.055111,15.344666,11.615334
7/11/2019 1:15,9.722667,10.291333,9.418667,15.036056,11.471334
7/11/2019 1:30,9.392,10.252,9.434667,14.769334,11.503334
7/11/2019 1:45,9.060667,9.834667,9.298,14.95,11.576
7/11/2019 2:00,9.105333,9.372,9.748,14.529278,11.312667
7/11/2019 2:15,8.912,9.098666,9.453333,14.229445,11.220667
7/11/2019 2:30,8.952,8.976,9.026,14.264,11.017333
7/11/2019 2:45,8.732722,8.961333,9.016,13.876834,11.120667
7/11/2019 3:00,8.788,8.577333,9.13,14.031333,11.012
7/11/2019 3:15,8.48,8.271999,8.770667,13.902,10.4
7/11/2019 3:30,8.274667,8.184,8.341333,13.462667,10.328
7/11/2019 3:45,8.228722,8.03,8.217999,13.371278,10.504
7/11/2019 4:00,8.472,7.696,7.882667,13.248667,10.293445
7/11/2019 4:15,8.297333,7.650667,7.622,13.117389,10.294
7/11/2019 4:30,7.809333,7.504,7.52,12.967334,10.032
7/11/2019 4:45,7.684,7.408,7.684,12.959389,10.08
7/11/2019 5:00,7.78,7.352,7.901333,12.830667,10.137333
7/11/2019 5:15,7.464,7.096,8.138666,12.614667,10.184055
7/11/2019 5:30,7.436,7.000667,8.275499,12.537333,10.213388
7/11/2019 5:45,7.36,6.912,8.212,12.462055,10.113277
7/11/2019 6:00,7.44,6.768,7.898,12.446055,9.934667
7/11/2019 6:15,7.557278,6.965,7.7635,12.360666,9.728001
7/11/2019 6:30,7.603333,6.921333,7.568,12.295444,9.709333
7/11/2019 6:45,7.630055,6.597333,7.1965,12.214666,9.777223
7/11/2019 7:00,7.739333,6.617333,7.208,12.435888,9.696667
7/11/2019 7:15,7.966667,6.687278,7.15,12.592667,9.592667
7/11/2019 7:30,8.08,7.201334,7.484,12.946555,10.18
7/11/2019 7:45,8.724,7.9195,8.21,13.677334,11.318
7/11/2019 8:00,9.937889,8.748,9.050667,14.776556,12.421333
7/11/2019 8:15,11.059999,9.3575,9.24,15.569334,13.615222
7/11/2019 8:30,11.655223,9.998,9.277333,15.899334,14.265333
7/11/2019 8:45,11.843945,10.5895,9.448,16.597279,14.707278
7/11/2019 9:00,12,11.266611,10.059999,17.233334,15.412
7/11/2019 9:15,12.156,11.905778,10.269333,17.466,16.099945
7/11/2019 9:30,12.401999,12.422,10.778666,17.817999,16.465279
7/11/2019 9:45,12.722,12.97,10.933333,18.169945,16.618668
7/11/2019 10:00,13.230666,13.435778,11.541333,18.467278,17.452
7/11/2019 10:15,13.374666,13.878,11.856,18.800667,18.148001
7/11/2019 10:30,13.590667,14.269889,12.498667,19.043333,18.489334
7/11/2019 10:45,14.062667,14.610001,13.056889,19.567333,18.543333
7/11/2019 11:00,14.349333,15.108,13.445333,19.683334,18.585333
7/11/2019 11:15,14.776,15.249333,13.848889,20.169334,18.663279
7/11/2019 11:30,15.166666,15.594666,14.322666,20.71789,18.641333
7/11/2019 11:45,15.196,15.854,14.514667,21.233999,19.043333
7/11/2019 12:00,15.554,16.054001,14.773334,21.657333,19.463999
7/11/2019 12:15,16.040001,16.537111,15.082666,21.855999,19.624666
7/11/2019 12:30,16.375999,16.875999,14.853333,22.121944,19.689333
7/11/2019 12:45,16.494667,17.129333,14.814222,22.1,19.944668
7/11/2019 13:00,16.690001,17.325333,14.12,21.976,20.000668
7/11/2019 13:15,16.872055,17.677999,14.061334,21.670723,20.058001
7/11/2019 13:30,17.272001,17.858,14.335389,21.852667,20.289333
7/11/2019 13:45,17.478666,18.021999,14.752889,22.180111,20.732555
7/11/2019 14:00,17.862665,18.096001,14.976,22.058001,21.298555
7/11/2019 14:15,18.053333,18.224667,15.130667,21.822111,20.811443
7/11/2019 14:30,18.249334,18.214666,15.856,22.436666,21.139555
7/11/2019 14:45,17.848,18.406668,16.703999,22.929333,20.992001
7/11/2019 15:00,18.076668,18.582722,16.831999,23.103889,20.722166
7/11/2019 15:15,18.155334,18.743999,17.68,22.065332,21.370501
7/11/2019 15:30,18.066666,18.887999,17.754667,21.32,21.602667
7/11/2019 15:45,17.771999,18.973944,17.378666,21.210667,21.189333
7/11/2019 16:00,17.691999,17.996,16.958223,19.767334,21.121334
7/11/2019 16:15,17.522722,18.120667,16.619556,18.494055,21.17
7/11/2019 16:30,17.338667,18.052,16.184,17.495333,21.020668
7/11/2019 16:45,16.932056,17.993223,16.461334,16.235334,20.637444
7/11/2019 17:00,16.704,17.782,16.404001,16.066,20.842667
7/11/2019 17:15,16.532,17.714666,16.082666,15.790945,21.039333
7/11/2019 17:30,16.23139,17.608,15.936,15.324,20.889334
7/11/2019 17:45,16.006001,17.500668,16.268444,16.012112,20.983334
7/11/2019 18:00,15.84,17.383999,16.368,14.611333,20.708776
7/11/2019 18:15,15.82,17.313334,16.767111,14.55,20.597445
7/11/2019 18:30,15.716001,17.130667,16.586445,14.307167,20.126667
7/11/2019 18:45,15.507999,17.077333,16.608,14.74,20.063334
7/11/2019 19:00,15.436666,16.936001,16.445999,14.768001,19.906778
7/11/2019 19:15,15.249333,16.823999,16.436001,14.776667,19.478666
7/11/2019 19:30,15.177333,16.717333,16.677999,13.478,19.133333
7/11/2019 19:45,15.182,16.4245,16.153778,13.649334,19.032
7/11/2019 20:00,14.876,16.507999,15.516,13.639334,18.68
7/11/2019 20:15,14.684,16.094,15.089778,13.296666,18.648666
7/11/2019 20:30,14.702667,15.526889,14.674667,13.28,18.322666
7/11/2019 20:45,14.622,14.702,14.832,12.866778,18.174667
7/11/2019 21:00,14.512,13.930667,14.191999,12.260722,17.813334
7/11/2019 21:15,14.491334,13.197778,13.672,12.118,17.48
7/11/2019 21:30,14.188,12.712,12.841001,11.535334,17.601278
7/11/2019 21:45,14.176611,12.398,12.360888,11.521334,17.172667
7/11/2019 22:00,13.591333,11.973333,12.032,11.486,17.064001
7/11/2019 22:15,13.668722,11.507,11.610667,11.747334,16.855333
7/11/2019 22:30,13.447333,11.45,11.412,11.991889,16.662666
7/11/2019 22:45,13.375999,11.106667,10.936,11.768001,16.471334
7/11/2019 23:00,12.86,10.918222,10.725333,12.136666,16.367332
7/11/2019 23:15,12.516666,10.785334,10.595556,12.144611,15.819389
7/11/2019 23:30,12.403999,10.448889,10.616,11.976,15.454
7/11/2019 23:45,12.632556,10.188,10.337999,12.146,14.957389
7/12/2019 0:00,12.388,9.866667,10.142,12.197333,14.96
7/12/2019 0:15,12.233334,9.567333,9.98,12.091333,14.668667
7/12/2019 0:30,11.581333,9.430666,9.912,12.132,14.254666
7/12/2019 0:45,11.131333,9.21,9.968,11.672667,13.75
7/12/2019 1:00,11.120556,9.046667,9.973333,11.462667,13.398666
7/12/2019 1:15,10.889334,9.0085,9.526,11.488667,13.198667
7/12/2019 1:30,10.492,8.634223,9.536,11.535334,12.817333
7/12/2019 1:45,10.342,8.227333,9.696,11.110666,12.205999
7/12/2019 2:00,10.390666,8.311389,9.338666,10.805333,12.130667
7/12/2019 2:15,10.346,8.239444,8.844,10.786,11.983334
7/12/2019 2:30,10.496,8.302,8.67,11.306666,12.136666
7/12/2019 2:45,10.393888,8.291889,8.796667,11.326056,12.103333
7/12/2019 3:00,10.092667,7.792667,8.884,11.4,12.113333
7/12/2019 3:15,9.928,7.585389,8.853333,11.304611,12.014
7/12/2019 3:30,9.626667,7.490667,8.666667,11.199223,11.767334
7/12/2019 3:45,9.418722,7.564,8.392,11.096611,11.632
7/12/2019 4:00,9.414666,7.298666,8.410666,10.542,11.267389
7/12/2019 4:15,9.172,6.912722,8.415999,10.674666,10.725333
7/12/2019 4:30,9.114,6.792667,8.229333,10.872,10.618667
7/12/2019 4:45,8.909945,6.736667,8.102,10.976666,10.598001
7/12/2019 5:00,8.566611,6.706,8.08,10.912666,10.391333
7/12/2019 5:15,8.456,6.692,7.992,10.983334,10.287333
7/12/2019 5:30,8.468667,6.492445,8.009389,10.790667,10.176
7/12/2019 5:45,8.415999,6.434667,7.952,10.767389,10.136
7/12/2019 6:00,8.468,6.308,7.742,10.695333,9.966667
7/12/2019 6:15,8.552,6.37,7.701333,10.687334,9.790667
7/12/2019 6:30,8.816,6.442,7.67,10.592,9.672
7/12/2019 6:45,8.700001,6.774,7.714667,10.680667,9.744667
7/12/2019 7:00,8.608001,6.829778,7.74,10.817333,9.759334
7/12/2019 7:15,8.618723,6.968,8.018666,10.952,9.857333
7/12/2019 7:30,8.676001,7.322,8.388444,10.984,10.224667
7/12/2019 7:45,9.243999,8.1435,9.2635,10.815333,10.965222
7/12/2019 8:00,9.691334,8.857333,10.233778,10.806723,11.233334
7/12/2019 8:15,9.454,9.626,11.081,11.034611,12.054
7/12/2019 8:30,9.36,10.044,11.645333,11.513333,12.745334
7/12/2019 8:45,9.228,10.537333,12.316,11.674667,13.197222
7/12/2019 9:00,9.453333,11.148,12.826667,12.564556,13.665334
7/12/2019 9:15,10.042,11.87,12.933333,12.486667,14.066611
7/12/2019 9:30,11.223166,12.484,13.432,12.594,14.386
7/12/2019 9:45,12.502,12.848001,14.310223,12.799334,14.867333
7/12/2019 10:00,13.116,13.422,14.883,12.623334,15.362
7/12/2019 10:15,12.83,13.896,15.450666,12.414,15.891334
7/12/2019 10:30,12.707334,14.374611,15.83,12.215333,16.282
7/12/2019 10:45,12.57,14.629333,16.093334,12.265888,16.617332
7/12/2019 11:00,12.763333,15.092,16.374001,12.563334,16.938
7/12/2019 11:15,12.944667,15.492,16.794001,12.84,17.097334
7/12/2019 11:30,13.494667,15.712,17.245333,12.694,17.426666
7/12/2019 11:45,13.629333,15.973333,17.497999,12.512,17.849333
7/12/2019 12:00,14.447889,16.4615,17.786667,12.496667,18.203333
7/12/2019 12:15,15.045333,16.717333,18.277334,12.850667,18.465334
7/12/2019 12:30,15.687333,17.268,18.676001,12.999333,18.736
7/12/2019 12:45,16.386,17.810444,18.584,13.041333,19.017334
7/12/2019 13:00,16.592001,17.982666,18.776499,13.564611,19.296
7/12/2019 13:15,16.470667,18.370001,18.808889,14.366,19.696667
7/12/2019 13:30,16.654667,18.474001,18.860666,14.602,19.752666
7/12/2019 13:45,16.780001,18.532,19.034666,13.306111,19.913334
7/12/2019 14:00,16.947332,18.521999,19.128,12.71,20.369333
7/12/2019 14:15,16.978001,18.903,19.138666,12.687334,20.576666
7/12/2019 14:30,17.2925,18.806,19.242666,12.762,20.816
7/12/2019 14:45,17.563999,18.875999,19.237333,12.588,20.657333
7/12/2019 15:00,17.380667,18.7955,19.584,11.990666,20.921333
7/12/2019 15:15,17.164,19.521,19.632,11.798722,20.942667
7/12/2019 15:30,16.742666,19.065332,19.770666,11.710667,20.856167
7/12/2019 15:45,16.823999,19.382889,19.660666,11.464,21.153444
7/12/2019 16:00,16.875334,19.484667,19.808001,11.511333,21.13139
7/12/2019 16:15,16.6,19.051332,19.792,11.327333,21.200666
7/12/2019 16:30,16.632,18.837334,19.507999,11.610001,20.974667
7/12/2019 16:45,16.943445,18.981998,19.650667,11.479333,20.985889
7/12/2019 17:00,16.659334,18.870667,19.556,11.738667,20.766001
7/12/2019 17:15,16.559389,18.558666,19.309334,11.991944,20.857944
7/12/2019 17:30,16.627333,18.544001,19.0555,11.1075,20.669388
7/12/2019 17:45,16.556,18.293333,18.784,11.773222,20.607334
7/12/2019 18:00,16.198,17.997334,18.85,11.847334,20.722
7/12/2019 18:15,16.212,17.622,18.525,11.784667,20.486
7/12/2019 18:30,16.004,17.328222,18.106667,12.396667,20.109278
7/12/2019 18:45,16.126667,17.193335,17.717333,12.139111,19.695333
7/12/2019 19:00,16.169334,16.787333,17.52,12.569333,19.077444
7/12/2019 19:15,15.564778,16.521889,17.323999,12.276111,18.959389
7/12/2019 19:30,14.856,16.32,17.16,11.717389,18.894667
7/12/2019 19:45,15.044,16.174,17.109333,11.660223,18.984667
7/12/2019 20:00,15.112,16.084,16.908001,11.472,19.121279
7/12/2019 20:15,14.964056,16.152,16.909334,11.430722,19.097221
7/12/2019 20:30,14.986667,15.88,16.754667,11.440666,18.629999
7/12/2019 20:45,14.726611,15.764,16.685333,11.495389,18.173334
7/12/2019 21:00,14.665334,15.644667,16.295,11.488,17.765999
7/12/2019 21:15,14.536889,15.504,16.032,11.279333,17.414
7/12/2019 21:30,14.536,14.808001,15.5825,11.085333,17.15
7/12/2019 21:45,14.485333,14.134,15.164,10.984,16.806667
7/12/2019 22:00,14.420667,13.432,14.855111,10.909333,16.736
7/12/2019 22:15,14.144,12.632,14.843555,10.574667,16.615334
7/12/2019 22:30,14.04,12.124222,14.613334,10.512,16.325333
7/12/2019 22:45,13.985333,11.981334,14.28,10.286111,15.484
7/12/2019 23:00,13.860667,11.538667,13.821333,10.520667,14.813334
7/12/2019 23:15,13.754723,11.224667,13.298667,10.384,14.405334
7/12/2019 23:30,13.72,10.994667,12.882,10.008778,14.07
7/12/2019 23:45,13.728001,10.856,12.778666,9.093389,13.461333
7/13/2019 0:00,13.752,10.672,12.765333,8.854667,13.256
7/13/2019 0:15,13.737945,10.292666,12.631389,8.758667,13.390666
7/13/2019 0:30,13.612667,10.194,12.342,8.455334,13.11
7/13/2019 0:45,13.68,9.968667,11.935111,8.512667,12.776
7/13/2019 1:00,13.562722,9.726667,11.450667,8.557333,12.702667
7/13/2019 1:15,13.368,9.52,11.066667,8.391889,12.616611
7/13/2019 1:30,13.260667,9.313778,10.712889,8.256666,12.535334
7/13/2019 1:45,13.036667,9.156,10.296,8.118111,12.366667
7/13/2019 2:00,12.863389,8.974,10.144,8.320666,12.255333
7/13/2019 2:15,12.779333,8.830667,10.234667,8.320666,12.184667
7/13/2019 2:30,12.692,8.768001,9.96,8.538,12.392666
7/13/2019 2:45,12.6,8.456,9.88,8.850667,12.561334
7/13/2019 3:00,12.44,8.456,9.6,8.976,12.526667
7/13/2019 3:15,12.259333,8.693334,9.429333,8.919333,12.579223
7/13/2019 3:30,12.311999,8.450666,9.481777,8.903334,12.544666
7/13/2019 3:45,12.4,8.124,9.021334,8.703334,12.581944
7/13/2019 4:00,12.225333,8.032,8.808001,8.470667,12.310667
7/13/2019 4:15,12.144,8.074,8.771556,8.303333,12.328555
7/13/2019 4:30,12.052111,8.015778,8.653334,8.199389,11.985333
7/13/2019 4:45,11.970722,7.875333,8.474667,8.143333,12.266
7/13/2019 5:00,11.88,7.684667,8.536,8.088,12.255333
7/13/2019 5:15,11.692,7.584,8.34,8.056666,12.116667
7/13/2019 5:30,11.569334,7.452,7.908,8.046667,11.851278
7/13/2019 5:45,11.134,7.34,7.726,7.879333,12.157333
7/13/2019 6:00,10.790222,7.114666,7.646,7.737333,11.945333
7/13/2019 6:15,9.978111,7.070667,7.536,7.855333,11.936
7/13/2019 6:30,9.730111,7.150667,7.542,7.702667,11.845333
7/13/2019 6:45,9.651334,7.2,7.294,7.616,11.962556
7/13/2019 7:00,9.834001,7.12,7.166,7.48,12.073334
7/13/2019 7:15,10.230666,7.2,7.264,7.503333,11.951389
7/13/2019 7:30,10.605889,7.526,7.878,7.569278,12.386611
7/13/2019 7:45,10.691334,8.462222,8.461333,7.681333,12.625278
7/13/2019 8:00,10.694056,9.207334,9.016,7.694666,12.567389
7/13/2019 8:15,10.8,10.081944,10.118,7.85,12.770555
7/13/2019 8:30,10.827333,10.913334,10.798,8.161333,12.888611
7/13/2019 8:45,11.464667,11.597334,11.4615,8.208,12.912666
7/13/2019 9:00,11.968,12.056,12.048,8.207334,12.920667
7/13/2019 9:15,11.992,12.618667,12.636,8.401333,13.12
7/13/2019 9:30,12.464723,13.048,13.162,8.651334,13.279333
7/13/2019 9:45,12.879333,13.612,13.740445,9.217333,13.216666
7/13/2019 10:00,13.64,14.134,14.1855,9.878,13.351999
7/13/2019 10:15,14.122,14.63,14.542,10.493222,13.466
7/13/2019 10:30,14.348,14.918667,14.918,11.274667,13.744667
7/13/2019 10:45,14.81,15.433,15.311999,11.361333,13.849334
7/13/2019 11:00,15.168,15.762,15.622,11.955889,14.128667
7/13/2019 11:15,15.383223,16.072001,16.094,12.338611,14.233944
7/13/2019 11:30,15.714,16.536001,16.308001,12.528666,14.329333
7/13/2019 11:45,15.840555,16.983999,16.68511,12.626667,14.488
7/13/2019 12:00,16.356001,17.584,16.956001,13.057333,14.568667
7/13/2019 12:15,16.6,17.954666,17.041334,13.184667,14.906
7/13/2019 12:30,16.997334,18.110666,17.322001,13.270056,15.294
7/13/2019 12:45,17.091333,18.483944,17.670444,13.252,16.188
7/13/2019 13:00,17.275333,18.878666,18.021334,13.363444,16.945999
7/13/2019 13:15,17.483334,19.055777,18.130501,12.716111,17.289333
7/13/2019 13:30,17.74,19.292,18.392,13.445333,17.472666
7/13/2019 13:45,17.864,19.448,18.48,14.213223,17.690001
7/13/2019 14:00,17.865334,19.746666,18.720999,14.105445,18.114
7/13/2019 14:15,17.935999,19.945333,18.955334,13.550667,18.400723
7/13/2019 14:30,18.096001,20.286667,18.989334,13.053333,18.562666
7/13/2019 14:45,17.567333,20.129499,19.218668,13.083889,19.122
7/13/2019 15:00,17.781334,19.969334,19.260445,13.174,19.457333
7/13/2019 15:15,18.032,20.374001,19.323999,12.992056,19.574667
7/13/2019 15:30,18.086721,20.499777,19.327389,13.104,19.449223
7/13/2019 15:45,18.367334,20.378666,19.176001,13.101944,19.118668
7/13/2019 16:00,18.089334,20.290001,19.093334,13.297999,19.025333
7/13/2019 16:15,17.972,20.482666,19.200001,12.796666,19.354668
7/13/2019 16:30,17.465334,20.234667,19.266666,13.180611,19.703388
7/13/2019 16:45,16.949333,19.854666,19.127111,13.599334,19.695389
7/13/2019 17:00,16.382,19.636501,19.0415,13.359333,19.929277
7/13/2019 17:15,16.387333,19.505333,18.978722,12.393333,19.839333
7/13/2019 17:30,16.236,19.204,18.896,12.214,19.880611
7/13/2019 17:45,16.190611,19.384001,18.893333,12.754666,19.612667
7/13/2019 18:00,15.98,19.300001,18.903999,11.743444,18.909332
7/13/2019 18:15,15.776,18.878666,18.890667,11.809334,18.558001
7/13/2019 18:30,15.577333,18.925999,18.883999,9.062167,18.222
7/13/2019 18:45,15.26611,19.398001,18.628,8.855445,18.047945
7/13/2019 19:00,15.098,19.184,18.546667,8.95,17.879278
7/13/2019 19:15,15.254,18.9405,18.681999,8.817333,17.574667
7/13/2019 19:30,15.284,18.409334,18.375999,9.110667,17.375999
7/13/2019 19:45,15.068666,18.16,18.050667,10.226555,17.309999
7/13/2019 20:00,14.698667,17.896,17.716,9.687333,17.015333
7/13/2019 20:15,14.534056,17.832,16.753778,9.727333,16.984612
7/13/2019 20:30,14.370722,17.776,16.037333,9.511222,17.008001
7/13/2019 20:45,14.196667,17.72,15.660444,9.104667,16.968
7/13/2019 21:00,13.850667,17.232,14.62,9.198555,16.991333
7/13/2019 21:15,13.136,16.608,14.389334,8.247334,16.863945
7/13/2019 21:30,12.573444,15.566,13.881333,7.276167,16.648001
7/13/2019 21:45,12.521334,15.048,13.589334,7.686667,16.172056
7/13/2019 22:00,12.024,14.608,13.139999,6.988667,15.886
7/13/2019 22:15,11.867333,13.958722,12.704,7.233333,15.614667
7/13/2019 22:30,11.692,13.458,12.436,7.316667,15.285333
7/13/2019 22:45,10.994667,13.128,12.177999,6.931334,14.564055
7/13/2019 23:00,10.612,13.195499,12.029333,6.149333,13.938111
7/13/2019 23:15,10.08,12.864,11.717334,6.121444,13.342667
7/13/2019 23:30,9.598,12.792,11.544,5.977334,13.215333
7/13/2019 23:45,9.297333,12.6,11.408,5.858,12.893333
7/14/2019 0:00,9.052667,12.454778,11.091556,5.906667,12.469334
7/14/2019 0:15,8.833334,12.237333,11.019555,5.804778,12.296611
7/14/2019 0:30,8.692667,11.634666,10.952,5.92,12.408
7/14/2019 0:45,8.46,11.557333,10.941334,5.813334,12.279333
7/14/2019 1:00,8.507334,11.36,10.665778,5.995889,12.294666
7/14/2019 1:15,8.389333,11.236667,10.176888,5.890111,12.136
7/14/2019 1:30,8.056,11.096666,10.08,5.66,11.668056
7/14/2019 1:45,7.712,11.088,10.096,5.278,11.173445
7/14/2019 2:00,7.558,10.968,9.874667,5.207944,11.191333
7/14/2019 2:15,7.390056,10.716001,9.542222,5.298111,10.998
7/14/2019 2:30,7.332667,10.500889,9.182222,5.62,10.766666
7/14/2019 2:45,7.078,10.203777,9.253333,5.721334,10.511333
7/14/2019 3:00,6.852667,10.191999,9.244444,5.567333,10.617223
7/14/2019 3:15,6.820667,10.242666,9.250667,5.288,10.577278
7/14/2019 3:30,6.478222,10.2,8.986667,5.416,10.28
7/14/2019 3:45,6.408,9.776,8.821334,5.325334,10.191333
7/14/2019 4:00,6.36,9.68,8.877334,4.898667,10.127334
7/14/2019 4:15,6.268667,9.839111,8.506667,5.144667,10.176
7/14/2019 4:30,6.08,9.626889,8.492445,5.102,9.902778
7/14/2019 4:45,5.832,9.712611,8.629333,5.267222,9.934
7/14/2019 5:00,5.763333,9.736,9.039111,5.170667,9.575334
7/14/2019 5:15,5.894,9.618,9.271999,4.67,9.712667
7/14/2019 5:30,5.614,9.545333,9.311999,4.462,9.398
7/14/2019 5:45,5.281333,9.512,9.629333,4.102778,9.414055
7/14/2019 6:00,5.270667,9.554667,9.421333,3.870667,9.030666
7/14/2019 6:15,5.434,9.377999,9.151999,3.896,8.905334
7/14/2019 6:30,5.378722,9.264,9.010667,3.928,8.944
7/14/2019 6:45,5.44,9.350444,8.917334,3.993111,9.107223
7/14/2019 7:00,5.539333,9.544,9.074667,4.137333,9.336666
7/14/2019 7:15,5.699333,9.869333,8.733334,4.370555,9.49
7/14/2019 7:30,6.148,9.925333,9.469334,4.617222,10.172667
7/14/2019 7:45,6.932,10.234667,10.128,4.650723,11.126555
7/14/2019 8:00,7.736667,10.837334,10.18,5.297278,11.455944
7/14/2019 8:15,8.516556,12.545167,10.643556,5.578,11.594
7/14/2019 8:30,9.232,13.572,11.0555,5.38,11.979278
7/14/2019 8:45,9.837334,14.074,11.696,5.029334,12.288
7/14/2019 9:00,10.384666,14.185333,12.090667,4.780056,12.555223
7/14/2019 9:15,11.028,14.274667,12.604445,5.424667,13.034667
7/14/2019 9:30,11.664667,14.808001,13.472,5.795333,13.41
7/14/2019 9:45,12.118667,15.354667,13.992611,6.244667,13.866667
7/14/2019 10:00,12.514,15.821334,14.197333,6.544667,14.427944
7/14/2019 10:15,12.836,16.478001,14.629333,7.138667,14.970667
7/14/2019 10:30,13.179333,16.902222,15.3715,7.736667,15.562667
7/14/2019 10:45,13.464,17.420889,15.266666,7.898,16.107889
7/14/2019 11:00,13.829333,17.807333,14.818,8.622611,16.498667
7/14/2019 11:15,14.230666,17.864,15.577778,9.674,17.010611
7/14/2019 11:30,14.662667,18.318001,15.936,9.840611,17.209333
7/14/2019 11:45,14.922,18.751999,15.918222,9.672611,17.538666
7/14/2019 12:00,15.328,19.282,16.568001,9.844666,17.889334
7/14/2019 12:15,15.583111,19.844,17.194,8.915444,17.992001
7/14/2019 12:30,16.102667,20.32,16.962,8.736,18.392668
7/14/2019 12:45,16.292,20.332666,17.274666,9.416667,18.803333
7/14/2019 13:00,16.553999,19.656,17.178667,10.45,19.037443
7/14/2019 13:15,16.833389,19.718,17.690666,10.293333,19.179277
7/14/2019 13:30,17.18,19.736,16.98,9.982056,19.456667
7/14/2019 13:45,17.412001,19.981112,17.150223,9.518,19.616667
7/14/2019 14:00,17.615999,20.082666,17.715,9.271333,19.753944
7/14/2019 14:15,17.576,20.246222,17.766001,9.135333,20.243223
7/14/2019 14:30,17.699333,20.544001,18.016001,9.281944,20.525223
7/14/2019 14:45,17.945999,20.378668,17.176001,9.53,20.615334
7/14/2019 15:00,18.211334,20.432001,17.122,9.767278,20.682611
7/14/2019 15:15,18.242722,20.016001,17.018667,9.678667,20.808001
7/14/2019 15:30,18.268,19.428667,16.921333,9.183333,21.033278
7/14/2019 15:45,18.088001,17.226667,16.816,8.782667,21.087334
7/14/2019 16:00,17.945333,16.229334,16.482,8.263278,20.958055
7/14/2019 16:15,17.799334,16.419334,16.757,8.376056,20.993334
7/14/2019 16:30,17.494667,17.251554,16.624889,8.056111,21.073334
7/14/2019 16:45,17.159334,17.719999,16.477333,7.102,21.483334
7/14/2019 17:00,16.797443,17.858667,16.389999,5.604111,22.024
7/14/2019 17:15,16.542,18.434666,16.598,5.373278,22.120001
7/14/2019 17:30,16.164,18.448,16.561501,4.898056,22.024666
7/14/2019 17:45,15.864,18.526667,16.352001,5.205333,21.690722
7/14/2019 18:00,15.626667,18.878555,16.080999,4.838,21.402666
7/14/2019 18:15,14.858111,18.436001,15.806,4.277333,21.389444
7/14/2019 18:30,15.156,18.344,15.725333,4.145333,21.182112
7/14/2019 18:45,15.525278,17.898001,15.384889,4.497334,21.054167
7/14/2019 19:00,15.577333,16.796,15.38,4.632,20.988777
7/14/2019 19:15,14.976723,16.528,15.128,4.664,20.888611
7/14/2019 19:30,14.860001,16.813334,15.25,4.862,20.677999
7/14/2019 19:45,14.699333,16.615999,14.949,5.088666,20.254667
7/14/2019 20:00,14.759945,15.698,14.8155,5.095333,19.822666
7/14/2019 20:15,14.224,14.934112,14.700001,5.161333,19.469389
7/14/2019 20:30,13.595445,14.56,14.489778,5.094666,19.174
7/14/2019 20:45,13.537278,14.3,14.492001,4.870667,18.862667
7/14/2019 21:00,12.464666,14.797334,14.362,5.138,18.551332
7/14/2019 21:15,12.141334,14.32,13.8455,5.158056,18.392
7/14/2019 21:30,12.528,13.582001,13.462,4.606667,18.142056
7/14/2019 21:45,12.56,13.278666,13.144,4.498667,17.725334
7/14/2019 22:00,12.260667,13.204,12.874667,4.717333,17.044666
7/14/2019 22:15,11.839334,12.178722,12.338,4.424056,16.324667
7/14/2019 22:30,11.386722,11.721334,11.901334,4.674611,15.924666
7/14/2019 22:45,11.502666,12.072,11.98,4.644722,15.181334
7/14/2019 23:00,11.492667,12.362666,11.664001,4.731222,14.903334
7/14/2019 23:15,10.559999,12.28,11.7755,4.775333,14.830667
7/14/2019 23:30,10.831223,11.970667,11.506666,4.760667,14.463333
7/14/2019 23:45,10.045444,11.532667,11.325999,4.776,14.569944
7/15/2019 0:00,10.170667,10.463333,11.170667,4.655333,14.429389
7/15/2019 0:15,10.300555,10.448,11.1115,4.656,14.304555
7/15/2019 0:30,10.072111,10.624,10.845333,4.55,14.022667
7/15/2019 0:45,9.34,9.96,10.661334,4.189333,13.84
7/15/2019 1:00,8.937333,9.877501,10.525333,4.001333,13.822667
7/15/2019 1:15,8.665389,9.938666,10.370667,3.942667,13.468722
7/15/2019 1:30,8.919222,9.96,9.996,3.503333,13.037444
7/15/2019 1:45,8.694,10.122499,9.952,3.784,12.79
7/15/2019 2:00,8.286056,10.148,9.852,3.783333,12.6
7/15/2019 2:15,8.198,10.42,9.367,3.688667,12.494666
7/15/2019 2:30,8.254666,10.285999,9.313334,3.663333,12.278666
7/15/2019 2:45,7.887333,10.191999,8.876445,3.503333,12.191999
