,Arolla / Hydrologie (Bertol_Inferieur_-_Debit),C: Arolla / Hydrologie (Bertol_Inferieur_-_Debit) (1. Année précédente),C: Arolla / Hydrologie (Bertol_Inferieur_-_Debit) (2. Année précédente),C: Arolla / Hydrologie (Bertol_Inferieur_-_Debit) (3. Année précédente),C: Arolla / Hydrologie (Bertol_Inferieur_-_Debit) (4. Année précédente)
7/10/2019 15:00,0.785487,1.693505,2.340407,1.485295,1.313354
7/10/2019 15:15,0.813494,1.699421,2.422499,1.502286,1.350776
7/10/2019 15:30,0.821,1.713444,2.369572,1.542213,1.341014
7/10/2019 15:45,0.844157,1.711467,0.927352,1.556511,1.357194
7/10/2019 16:00,0.858401,1.755745,0.683999,1.586038,1.370452
7/10/2019 16:15,0.873955,1.74,2.408405,1.59689,1.396195
7/10/2019 16:30,0.87,1.74,2.466201,1.626879,1.411811
7/10/2019 16:45,0.88968,1.754282,2.449796,0.843584,1.407792
7/10/2019 17:00,0.91159,1.751316,2.456814,0.176377,1.411416
7/10/2019 17:15,0.910325,1.821319,2.457818,1.652794,1.419895
7/10/2019 17:30,0.933129,1.844029,2.450457,1.677699,1.421584
7/10/2019 17:45,0.921317,1.835718,2.496729,1.689317,1.428374
7/10/2019 18:00,0.939727,1.826,2.456673,1.70189,1.423795
7/10/2019 18:15,0.922692,1.834602,2.428892,1.703835,1.432021
7/10/2019 18:30,0.927198,1.852286,2.412329,1.706039,1.442596
7/10/2019 18:45,0.920296,1.821854,2.400556,1.709636,1.443716
7/10/2019 19:00,0.9281,1.804997,2.357444,1.731632,1.441196
7/10/2019 19:15,0.92563,1.760177,2.3719,1.700264,1.429979
7/10/2019 19:30,0.915562,1.776826,2.355505,1.668627,1.428464
7/10/2019 19:45,0.932849,1.815618,2.32203,1.711058,1.425237
7/10/2019 20:00,0.934,1.773705,2.295895,1.719093,1.425486
7/10/2019 20:15,0.934,1.727862,2.300079,1.717154,1.416889
7/10/2019 20:30,0.934,1.751874,2.38424,1.730633,1.418804
7/10/2019 20:45,0.927255,1.812371,2.521921,1.753808,1.412114
7/10/2019 21:00,0.914876,1.747093,2.619914,1.752312,1.412445
7/10/2019 21:15,0.924729,1.688467,2.604139,1.742605,1.405814
7/10/2019 21:30,0.910201,1.746134,2.537615,1.727012,1.391431
7/10/2019 21:45,0.888745,1.764534,2.459387,1.759009,1.376735
7/10/2019 22:00,0.896676,1.751962,2.393604,1.784982,1.376738
7/10/2019 22:15,0.873394,1.715511,1.313393,1.777964,0.67239
7/10/2019 22:30,0.867649,1.669037,2.677337,1.740806,0.710513
7/10/2019 22:45,0.857831,1.641979,3.119804,1.724776,1.329063
7/10/2019 23:00,0.848,1.192193,3.16747,1.711764,1.360214
7/10/2019 23:15,0.838168,0.955936,3.010665,1.652564,1.358048
7/10/2019 23:30,0.834256,1.587732,2.829963,1.643154,1.346784
7/10/2019 23:45,0.753663,1.58317,2.696495,1.658692,1.344986
7/11/2019 0:00,0.022577,1.5854,1.423895,0.767803,1.330393
7/11/2019 0:15,0.004,1.55403,0.020614,0.011916,1.32139
7/11/2019 0:30,0.004,1.561467,0.006316,0,1.315518
7/11/2019 0:45,0.004,1.500227,0.004,0,1.289061
7/11/2019 1:00,0.004,1.549634,0.004,0,1.28415
7/11/2019 1:15,0.648809,1.523426,1.693842,0,1.274045
7/11/2019 1:30,0.786224,1.497224,2.402716,0,1.26808
7/11/2019 1:45,0.76363,1.474,2.35371,0,1.250057
7/11/2019 2:00,0.751986,1.453905,2.300504,1.298803,1.23866
7/11/2019 2:15,0.716214,1.435914,2.236455,1.547104,1.221581
7/11/2019 2:30,0.707158,1.444028,2.216023,1.05279,1.213559
7/11/2019 2:45,0.69,1.43733,2.171021,0.6596,1.251187
7/11/2019 3:00,0.69,1.41838,2.120365,1.344683,1.413779
7/11/2019 3:15,0.666523,1.38249,2.094867,1.443681,1.403983
7/11/2019 3:30,0.649078,1.374028,2.0433,1.401851,1.246235
7/11/2019 3:45,0.641,1.345555,2.016252,1.414224,1.30701
7/11/2019 4:00,0.636951,1.355628,1.921519,1.386836,1.646899
7/11/2019 4:15,0.23608,1.326494,2.01738,1.365285,1.366936
7/11/2019 4:30,0.004,1.31405,1.945708,1.328101,1.215902
7/11/2019 4:45,0.448583,1.29,1.840493,1.334786,0.680265
7/11/2019 5:00,0.475697,1.281201,1.938409,1.337567,0.048675
7/11/2019 5:15,0.464138,1.274533,1.864098,1.328387,0.499501
7/11/2019 5:30,0.462621,1.260401,0.420541,0.560184,1.056811
7/11/2019 5:45,0.458,1.321182,0.059079,0.020544,1.080866
7/11/2019 6:00,0.445782,0.091123,1.728224,0.799813,1.071906
7/11/2019 6:15,0.439,0,1.74269,1.305121,1.064478
7/11/2019 6:30,0.437675,0.000969,1.749797,1.276166,1.047167
7/11/2019 6:45,0.427,0.004,1.742679,1.258213,1.064241
7/11/2019 7:00,0.406785,0.916899,1.691,1.238436,1.05696
7/11/2019 7:15,0.412,1.302394,1.684946,1.229117,1.040338
7/11/2019 7:30,0.402779,1.243867,1.682493,1.224982,1.020877
7/11/2019 7:45,0.398,1.211399,1.676229,1.216019,1.018237
7/11/2019 8:00,0.398,1.204,1.655229,1.226906,1.012627
7/11/2019 8:15,0.385102,1.178996,1.643,1.197118,1.012983
7/11/2019 8:30,0.383,1.183454,1.643,1.197806,1.014392
7/11/2019 8:45,0.383,1.168763,1.624507,1.203777,1.015749
7/11/2019 9:00,0.380877,1.156668,1.609551,1.138342,1.033606
7/11/2019 9:15,0.375,1.157406,1.603469,0.135049,1.048817
7/11/2019 9:30,0.370739,1.177011,1.614745,0.398913,1.064646
7/11/2019 9:45,0.366052,1.166798,1.640338,1.437008,1.08642
7/11/2019 10:00,0.375,1.160782,1.636237,1.354305,1.108764
7/11/2019 10:15,0.365105,1.171961,1.68754,1.257855,1.166203
7/11/2019 10:30,0.364,1.17089,1.692794,1.246555,1.178962
7/11/2019 10:45,0.364,1.19704,1.737029,1.263594,1.195401
7/11/2019 11:00,0.36451,1.201179,1.783556,1.290115,1.209864
7/11/2019 11:15,0.379,1.192,1.817103,1.298712,1.248034
7/11/2019 11:30,0.362486,1.214521,1.888293,1.303342,1.275524
7/11/2019 11:45,0.372482,1.223867,1.928099,1.31423,1.337951
7/11/2019 12:00,0.379,1.244257,1.992526,1.322971,1.374714
7/11/2019 12:15,0.381213,1.251668,2.021547,1.329474,1.360477
7/11/2019 12:30,0.401,1.26225,2.05082,1.350622,1.355665
7/11/2019 12:45,0.392856,1.282975,2.047826,1.374085,1.39908
7/11/2019 13:00,0.409,1.310368,2.004925,1.407211,1.404503
7/11/2019 13:15,0.410808,1.320561,1.999496,1.405166,1.403687
7/11/2019 13:30,0.427,1.322978,1.973618,1.427607,1.423888
7/11/2019 13:45,0.438353,1.347104,1.962788,1.421236,1.42936
7/11/2019 14:00,0.454144,1.373484,1.994724,1.4359,1.442024
7/11/2019 14:15,0.482801,1.379269,2.039493,1.446275,1.476064
7/11/2019 14:30,0.479118,1.397203,2.112433,1.46098,1.473375
7/11/2019 14:45,0.505433,1.426927,2.151052,1.497241,1.457962
7/11/2019 15:00,0.525,1.422931,2.234393,1.516121,1.546855
7/11/2019 15:15,0.525,1.436,2.249367,1.568868,1.585553
7/11/2019 15:30,0.52829,1.436,2.258771,1.571601,1.456668
7/11/2019 15:45,0.536,1.460661,1.306195,1.598636,1.570358
7/11/2019 16:00,0.536,1.278623,0.029781,1.491322,1.591391
7/11/2019 16:15,0.536,0.02402,1.927084,0.600388,1.678828
7/11/2019 16:30,0.526071,0.247384,2.229348,1.769585,1.780362
7/11/2019 16:45,0.529763,1.553915,2.240092,1.76141,1.643635
7/11/2019 17:00,0.521,1.601296,2.23076,1.794095,1.454954
7/11/2019 17:15,0.504239,1.605,2.233307,2.048936,1.721966
7/11/2019 17:30,0.503625,1.588284,2.219667,2.188492,1.81413
7/11/2019 17:45,0.51,1.614343,2.196094,2.251557,1.793958
7/11/2019 18:00,0.495604,1.614516,2.200802,2.201687,1.805273
7/11/2019 18:15,0.486498,1.622118,2.184898,2.186347,1.818055
7/11/2019 18:30,0.483205,1.595435,2.185986,2.269183,1.71944
7/11/2019 18:45,0.477103,1.605373,2.15904,2.418275,1.725802
7/11/2019 19:00,0.468648,1.585614,2.138,2.569635,1.829048
7/11/2019 19:15,0.465,1.59,2.105013,2.592439,1.812127
7/11/2019 19:30,0.465,1.59,2.095977,2.59935,1.762944
7/11/2019 19:45,0.465,1.601339,2.07,2.541972,1.779358
7/11/2019 20:00,0.456956,1.597,2.02307,2.225801,1.757692
7/11/2019 20:15,0.439,1.604178,2.021,0.154793,1.853062
7/11/2019 20:30,0.444067,1.597,1.999631,1.278608,1.772398
7/11/2019 20:45,0.435,1.587991,1.988,2.362383,1.755546
7/11/2019 21:00,0.435,1.5896,1.958139,2.372733,1.749375
7/11/2019 21:15,0.435,1.586,1.935415,2.360693,1.687271
7/11/2019 21:30,0.417073,1.593907,1.904057,2.303209,1.751686
7/11/2019 21:45,0.416,1.565439,1.883587,2.263866,1.706858
7/11/2019 22:00,0.416,1.571,1.864,2.217909,1.697633
7/11/2019 22:15,0.416,1.557596,1.799266,2.19936,1.702646
7/11/2019 22:30,0.401487,1.55548,0.969334,2.19629,1.695213
7/11/2019 22:45,0.401,1.556,1.210298,2.136619,1.668836
7/11/2019 23:00,0.387779,1.534377,1.50199,2.065827,1.642559
7/11/2019 23:15,0.38495,1.516498,1.710764,2.044016,1.199556
7/11/2019 23:30,0.39,1.504412,1.690155,2.027723,0.718446
7/11/2019 23:45,0.376461,1.411998,1.669675,2.01992,1.52181
7/12/2019 0:00,0.371,0.335106,1.427161,2.456593,0.792586
7/12/2019 0:15,0.371,1.205821,0.040288,0.365034,0.036108
7/12/2019 0:30,0.371,1.45331,0.007,0,0.002835
7/12/2019 0:45,0.354402,1.438256,0.007,0,0.003357
7/12/2019 1:00,0.349,1.432895,0.005197,0,0.002223
7/12/2019 1:15,0.349,1.421,1.396447,1.191675,0.419777
7/12/2019 1:30,0.349,1.421,1.642287,1.963917,1.49307
7/12/2019 1:45,0.349,1.401112,1.595403,1.924114,1.514104
7/12/2019 2:00,0.326908,1.390699,1.572075,1.90199,1.481777
7/12/2019 2:15,0.338,1.359632,1.55853,1.854503,1.460943
7/12/2019 2:30,0.319,1.380016,1.530801,1.814395,1.451465
7/12/2019 2:45,0.319,1.34235,1.516623,1.811226,1.405649
7/12/2019 3:00,0.323678,1.349098,1.512055,1.92758,1.384451
7/12/2019 3:15,0.315,1.335,1.478,1.982981,1.376669
7/12/2019 3:30,0.309345,1.313759,1.463843,1.973757,1.346477
7/12/2019 3:45,0.304,1.315605,1.457988,1.912785,1.337937
7/12/2019 4:00,0.298357,1.3049,1.450708,1.854057,1.330976
7/12/2019 4:15,0.289,1.266586,1.445392,1.789068,1.312755
7/12/2019 4:30,0.289,1.271,1.420487,1.024479,1.295369
7/12/2019 4:45,0.289,1.251319,1.403,1.29517,1.284619
7/12/2019 5:00,0.287349,1.242453,1.373889,1.725856,1.269622
7/12/2019 5:15,0.274,1.214816,1.385642,1.714083,1.24509
7/12/2019 5:30,0.274,1.200429,1.366825,0.236889,1.233775
7/12/2019 5:45,0.274,1.2,1.346059,0.249105,1.214009
7/12/2019 6:00,0.270141,1.193057,1.324325,1.698764,1.212106
7/12/2019 6:15,0.264365,1.192,1.335738,1.764484,1.192458
7/12/2019 6:30,0.255,1.176569,1.337638,1.7248,1.183423
7/12/2019 6:45,0.255,1.161101,1.299206,1.709293,1.166519
7/12/2019 7:00,0.255,1.149805,1.309,1.697586,1.150037
7/12/2019 7:15,0.24637,1.146489,1.309,1.670681,1.135157
7/12/2019 7:30,0.242132,1.14,1.292498,1.659534,1.127056
7/12/2019 7:45,0.246594,1.114351,1.280838,1.646161,1.111905
7/12/2019 8:00,0.307113,1.104209,1.266632,1.618628,1.107681
7/12/2019 8:15,0.174174,1.092884,1.260163,1.607557,1.091772
7/12/2019 8:30,0.004,1.084,1.257515,1.601041,1.083485
7/12/2019 8:45,0.004,1.084,1.272459,1.594622,1.070105
7/12/2019 9:00,0.12097,1.097377,1.301053,1.579306,0.363215
7/12/2019 9:15,0.278,1.091,1.312,1.576615,0.013666
7/12/2019 9:30,0.2676,1.091,1.334592,1.557699,0.002559
7/12/2019 9:45,0.021495,1.190593,1.356421,1.554572,0.010934
7/12/2019 10:00,0.205133,1.257038,1.397368,1.557818,1.009613
7/12/2019 10:15,0.292,1.284154,1.439844,1.56016,1.156815
7/12/2019 10:30,0.292,1.298,1.483017,1.572963,1.180441
7/12/2019 10:45,0.298023,1.426337,1.531374,1.557064,1.197162
7/12/2019 11:00,0.304,1.415353,1.586338,0.678374,1.219298
7/12/2019 11:15,0.306076,1.272026,1.613,1.668315,1.242978
7/12/2019 11:30,0.315,1.238,1.410718,1.734939,1.260065
7/12/2019 11:45,0.328669,1.260251,0.054499,1.781468,1.287942
7/12/2019 12:00,0.334,1.268,1.245311,1.843373,1.326663
7/12/2019 12:15,0.334991,1.268,1.769827,1.905005,1.354178
7/12/2019 12:30,0.357855,1.268,1.824392,1.928116,1.380801
7/12/2019 12:45,0.375,1.294736,1.88385,1.906889,1.409618
7/12/2019 13:00,0.376694,1.309,1.979199,1.89909,1.446025
7/12/2019 13:15,0.39,1.309,2.014915,1.921841,1.46781
7/12/2019 13:30,0.398553,1.324234,2.059786,1.914132,1.503612
7/12/2019 13:45,0.414721,1.364617,2.141497,1.893808,1.527452
7/12/2019 14:00,0.423997,1.383073,2.166208,1.879255,1.563079
7/12/2019 14:15,0.426395,1.415455,2.186,1.875571,1.576942
7/12/2019 14:30,0.431,1.425,2.186,1.861511,1.604816
7/12/2019 14:45,0.443202,1.434179,2.174334,1.864498,1.622595
7/12/2019 15:00,0.446,1.425008,2.182134,1.84974,1.645286
7/12/2019 15:15,0.464628,1.445225,2.146354,1.833858,1.66085
7/12/2019 15:30,0.465356,1.476231,2.178304,1.823617,1.685076
7/12/2019 15:45,0.466138,1.485,2.216,1.82734,1.706508
7/12/2019 16:00,0.472,1.499706,2.237661,1.838266,1.710066
7/12/2019 16:15,0.472,1.493923,2.26838,1.8146,1.728866
7/12/2019 16:30,0.472,1.502859,2.276861,1.817485,1.753992
7/12/2019 16:45,0.470043,1.51222,2.272622,1.801298,1.745804
7/12/2019 17:00,0.463613,1.507135,2.297351,1.788504,1.793833
7/12/2019 17:15,0.491294,1.504,2.320593,1.779099,1.780489
7/12/2019 17:30,0.48,1.504,2.379469,1.76839,1.796353
7/12/2019 17:45,0.48,1.49863,2.389451,1.739268,1.803222
7/12/2019 18:00,0.48,1.487999,2.392692,1.737682,1.811167
7/12/2019 18:15,0.48,1.494687,2.411569,1.725611,1.82502
7/12/2019 18:30,0.48,1.494214,2.42223,1.710572,1.826652
7/12/2019 18:45,0.48,1.5,2.411889,1.690647,1.836803
7/12/2019 19:00,0.48,1.489651,2.381481,0.465853,1.820751
7/12/2019 19:15,0.495172,1.461162,2.365388,0.460588,1.804134
7/12/2019 19:30,0.474385,1.466,2.362652,1.632073,1.805623
7/12/2019 19:45,0.491,1.462539,2.328491,1.637191,1.813803
7/12/2019 20:00,0.491,1.47,2.309656,1.626731,1.798071
7/12/2019 20:15,0.491,1.47,2.281002,1.588023,1.780077
7/12/2019 20:30,0.489618,1.47,2.25838,1.600264,1.787323
7/12/2019 20:45,0.470922,1.475722,2.23924,1.594684,1.774197
7/12/2019 21:00,0.477515,1.453272,2.198906,1.565491,1.745327
7/12/2019 21:15,0.482225,1.449987,2.193449,1.572932,1.729426
7/12/2019 21:30,0.464264,1.461422,2.136843,1.546542,1.682719
7/12/2019 21:45,0.462771,1.439691,2.113776,1.543407,1.718287
7/12/2019 22:00,0.45428,1.425,2.062952,1.496198,1.692005
7/12/2019 22:15,0.451867,1.402194,2.02234,1.479619,1.673355
7/12/2019 22:30,0.452214,1.403339,1.996416,1.479306,1.654891
7/12/2019 22:45,0.440711,1.380928,1.967547,1.483177,1.623513
7/12/2019 23:00,0.448392,1.380054,1.937303,1.476717,1.607158
7/12/2019 23:15,0.439721,1.373,1.863634,1.408594,1.582036
7/12/2019 23:30,0.435,1.339771,1.886268,1.444006,1.564134
7/12/2019 23:45,0.433747,1.338095,1.849298,1.463059,1.471029
7/13/2019 0:00,0.431,1.021699,1.834294,0.459232,0.18356
7/13/2019 0:15,0.420284,0.414305,1.794085,0.009638,0.006173
7/13/2019 0:30,0.42,1.282042,1.308294,0,0.005668
7/13/2019 0:45,0.556031,1.26571,0.794311,0,0.005711
7/13/2019 1:00,0.011229,1.277139,1.392991,0,0.005795
7/13/2019 1:15,0.004,1.263018,1.680915,0,0.005833
7/13/2019 1:30,0.004,1.257988,1.655594,0,0.005518
7/13/2019 1:45,0.218102,1.250424,1.643442,1.388753,0.98005
7/13/2019 2:00,0.45357,1.238786,1.614766,1.525006,1.531024
7/13/2019 2:15,0.424,1.231139,1.610213,1.462897,1.481915
7/13/2019 2:30,0.410034,1.222,1.577564,1.382573,1.424897
7/13/2019 2:45,0.405,1.136902,1.582325,1.310406,1.397433
7/13/2019 3:00,0.394724,0.019656,1.579659,0.494142,1.37824
7/13/2019 3:15,0.384449,0.007,1.568765,0.995347,1.353186
7/13/2019 3:30,0.379,0.00471,1.534828,1.295182,1.330829
7/13/2019 3:45,0.369238,0.004,1.522,1.285938,1.329523
7/13/2019 4:00,0.367,0.495643,1.531171,1.268007,1.304358
7/13/2019 4:15,0.367,1.240634,1.511269,1.257974,1.280304
7/13/2019 4:30,0.34967,1.214034,1.504,1.245756,1.279662
7/13/2019 4:45,0.345,1.184531,1.483464,1.224145,1.257127
7/13/2019 5:00,0.345,1.167982,1.481733,1.201024,1.226941
7/13/2019 5:15,0.345,1.144889,1.446567,1.188575,0.760702
7/13/2019 5:30,0.33386,1.135096,1.436,1.179087,0.528338
7/13/2019 5:45,0.33,1.117,1.408421,1.172024,1.221781
7/13/2019 6:00,0.33,1.117,1.443366,1.158985,1.216582
7/13/2019 6:15,0.33,1.095192,1.423478,1.147259,1.200999
7/13/2019 6:30,0.326334,1.073,1.401111,1.132572,1.192751
7/13/2019 6:45,0.327641,1.068468,1.385481,1.123898,1.171839
7/13/2019 7:00,0.324483,1.050819,1.364234,1.117945,0.612405
7/13/2019 7:15,0.323,1.047562,1.334704,1.110168,0.041325
7/13/2019 7:30,0.306901,1.044502,1.327,1.067754,0.303753
7/13/2019 7:45,0.303557,1.030136,1.310267,1.095486,1.093038
7/13/2019 8:00,0.304,1.029,1.298841,1.070918,1.156665
7/13/2019 8:15,0.303577,0.721729,1.30513,0.654036,1.153521
7/13/2019 8:30,0.296,0.004,1.294,0.019168,1.144129
7/13/2019 8:45,0.286227,0.82863,0.582313,0.699979,1.135379
7/13/2019 9:00,0.285,1.009781,0.868836,1.02711,1.137191
7/13/2019 9:15,0.285,1.001549,1.043257,1.01233,1.134789
7/13/2019 9:30,0.283099,1.01,1.346202,1.014027,1.156693
7/13/2019 9:45,0.281,1.011164,1.376761,1.00712,1.284453
7/13/2019 10:00,0.281,1.035,1.405563,1.009258,1.189323
7/13/2019 10:15,0.281644,1.063151,1.449934,1.003948,1.138287
7/13/2019 10:30,0.302734,1.058,1.458019,1.00453,1.1291
7/13/2019 10:45,0.323,1.058591,1.531565,1.00831,1.129338
7/13/2019 11:00,0.307162,1.069,1.541408,1.016361,1.118857
7/13/2019 11:15,0.304,1.085311,1.606445,1.029259,1.127528
7/13/2019 11:30,0.317222,1.099629,1.644711,1.021831,1.133334
7/13/2019 11:45,0.332698,1.125,1.682976,1.037402,1.144376
7/13/2019 12:00,0.323,1.138388,1.739097,1.040448,1.160586
7/13/2019 12:15,0.323,1.173867,1.794236,1.047281,1.169763
7/13/2019 12:30,0.323,1.181308,1.840465,1.038045,1.188371
7/13/2019 12:45,0.323,1.195101,1.887835,1.036135,1.215038
7/13/2019 13:00,0.326215,1.227353,1.963116,1.033233,1.259147
7/13/2019 13:15,0.364,1.229944,1.993303,1.035602,1.302984
7/13/2019 13:30,0.373232,1.26,2.089369,1.028697,1.347691
7/13/2019 13:45,0.393194,1.270182,2.111723,1.030486,1.386441
7/13/2019 14:00,0.420404,1.275,2.181102,1.031042,1.427599
7/13/2019 14:15,0.443022,1.292895,2.227901,1.024219,1.48021
7/13/2019 14:30,0.449803,1.330877,2.27497,1.027567,1.448531
7/13/2019 14:45,0.446,1.339701,2.323019,1.027332,1.605434
7/13/2019 15:00,0.45884,1.369,2.364938,0.493199,1.6159
7/13/2019 15:15,0.501782,1.36281,2.387675,0.015485,1.642911
7/13/2019 15:30,0.50858,1.390399,2.438685,0.856947,1.66264
7/13/2019 15:45,0.525,1.413563,2.447686,1.002053,1.683706
7/13/2019 16:00,0.525,1.433849,2.488843,1.012761,1.722216
7/13/2019 16:15,0.525,1.435624,2.516964,1.008279,1.754475
7/13/2019 16:30,0.540448,1.437042,2.542127,1.015529,1.78369
7/13/2019 16:45,0.540805,1.449454,2.558847,1.003428,1.799685
7/13/2019 17:00,0.532,1.459,2.596781,0.999252,1.803244
7/13/2019 17:15,0.552342,1.486411,1.363101,0.99565,1.829458
7/13/2019 17:30,0.538728,1.48357,0.039402,0.991199,1.859264
7/13/2019 17:45,0.544,1.472733,2.495972,0.98444,1.874513
7/13/2019 18:00,0.544,1.472362,2.617291,0.977897,1.874369
7/13/2019 18:15,0.544,1.459098,2.614996,0.974301,1.875233
7/13/2019 18:30,0.544,1.440246,2.605978,0.965531,1.871597
7/13/2019 18:45,0.529854,1.462918,2.572868,0.96861,1.86057
7/13/2019 19:00,0.529,1.48571,2.556271,0.954764,1.58946
7/13/2019 19:15,0.529,1.50577,2.542501,0.944179,0.128587
7/13/2019 19:30,0.529,1.478164,2.534977,0.941344,1.584862
7/13/2019 19:45,0.52065,1.489,2.521182,0.929909,1.821755
7/13/2019 20:00,0.520177,1.489,2.464775,0.918566,1.81875
7/13/2019 20:15,0.51,1.4964,2.449,0.917582,1.789797
7/13/2019 20:30,0.518454,1.489,2.408462,0.910416,1.786614
7/13/2019 20:45,0.511291,1.489,2.349687,0.906019,1.767495
7/13/2019 21:00,0.508533,1.489,2.335638,0.896239,1.750915
7/13/2019 21:15,0.5042,1.489,2.289542,0.890581,1.729563
7/13/2019 21:30,0.502092,1.322986,2.277178,0.876049,1.712677
7/13/2019 21:45,0.486103,0.038794,2.210678,0.86138,1.693613
7/13/2019 22:00,0.481,0.286159,2.20558,0.862798,1.682373
7/13/2019 22:15,0.472,1.455926,2.177551,0.85223,1.653166
7/13/2019 22:30,0.472,1.460917,2.129337,0.850882,1.64253
7/13/2019 22:45,0.466406,1.459548,2.090575,0.837354,1.625386
7/13/2019 23:00,0.454,1.403001,2.053074,0.838239,1.611478
7/13/2019 23:15,0.449154,0.35893,2.00772,0.836674,1.600571
7/13/2019 23:30,0.439,1.360116,1.967057,0.835966,1.5855
7/13/2019 23:45,0.427836,1.426262,1.978554,0.823775,1.565188
7/14/2019 0:00,0.42,1.411209,0.549875,0.728141,1.42001
7/14/2019 0:15,0.42,1.404853,0.015,0.071232,0.050171
7/14/2019 0:30,0.41804,1.399786,0.004,0,0.007039
7/14/2019 0:45,0.398538,1.38113,0.004,0,0.006065
7/14/2019 1:00,0.404774,1.373,0.004882,0,1.063236
7/14/2019 1:15,0.394,1.364138,0.007,0.594147,1.654274
7/14/2019 1:30,0.388348,1.358843,0.007,0.90827,1.630165
7/14/2019 1:45,0.371,1.345157,1.801615,0.830246,1.593185
7/14/2019 2:00,0.371,1.333676,1.838253,0.123509,1.542674
7/14/2019 2:15,0.364308,1.313731,1.811062,0.60729,1.503214
7/14/2019 2:30,0.352,1.309644,1.76917,0.842509,1.478748
7/14/2019 2:45,0.349093,1.298252,1.744343,0.837186,1.454677
7/14/2019 3:00,0.341,1.298,1.705176,0.828579,1.442394
7/14/2019 3:15,0.324251,1.264056,1.670396,0.818656,1.428269
7/14/2019 3:30,0.323,1.270366,1.544078,0.815424,1.406076
7/14/2019 3:45,0.323,1.254576,0.43277,0.810555,1.392445
7/14/2019 4:00,0.302047,1.258527,1.573149,0.802417,1.134537
7/14/2019 4:15,0.3,1.240695,1.571124,0.78961,0.399098
7/14/2019 4:30,0.296984,1.223975,1.552,0.781033,1.236653
7/14/2019 4:45,0.285,1.213161,1.543907,0.779167,1.311822
7/14/2019 5:00,0.285,1.196921,1.53805,0.77046,1.297749
7/14/2019 5:15,0.274231,1.181,1.510595,0.760374,1.278287
7/14/2019 5:30,0.266454,1.181,1.515,0.754385,1.265943
7/14/2019 5:45,0.263,1.163637,1.492677,0.757588,1.247656
7/14/2019 6:00,0.259934,1.160109,1.479612,0.750083,1.235983
7/14/2019 6:15,0.251,1.144,1.480024,0.732675,1.227188
7/14/2019 6:30,0.249917,1.135404,1.46356,0.727877,1.218562
7/14/2019 6:45,0.244,1.131089,1.440073,0.725177,1.203464
7/14/2019 7:00,0.242625,1.11588,1.434198,0.723656,1.192288
7/14/2019 7:15,0.24,1.11,1.431598,0.712772,1.185436
7/14/2019 7:30,0.24,1.100429,1.389566,0.709771,1.171832
7/14/2019 7:45,0.230707,1.091512,1.197635,0.707641,1.162516
7/14/2019 8:00,0.225,1.088438,0.062557,0.706313,1.14972
7/14/2019 8:15,0.225,1.068556,1.404253,0.699506,1.142735
7/14/2019 8:30,0.220091,1.061,1.349312,0.691345,1.141451
7/14/2019 8:45,0.217,1.074069,1.30953,0.686979,1.142046
7/14/2019 9:00,0.217,1.069,1.309,0.682599,0.410464
7/14/2019 9:15,0.217,1.069,1.302071,0.6817,0.014189
7/14/2019 9:30,0.21507,1.071342,1.313303,0.674172,0.438552
7/14/2019 9:45,0.214,1.091903,1.324755,0.672196,1.141948
7/14/2019 10:00,0.214,1.103187,1.331236,0.66557,1.219858
7/14/2019 10:15,0.214,1.095,1.358311,0.664589,1.245987
7/14/2019 10:30,0.214,1.123081,1.363093,0.658258,1.255737
7/14/2019 10:45,0.227574,1.125,0.811653,0.644683,1.280434
7/14/2019 11:00,0.233,1.160762,0.018216,0.647582,1.31181
7/14/2019 11:15,0.233,1.164493,0.33064,0.62646,1.322523
7/14/2019 11:30,0.241398,1.177,1.462328,0.63632,1.357574
7/14/2019 11:45,0.247,1.18658,1.476376,0.633415,1.383706
7/14/2019 12:00,0.248956,1.212608,1.472112,0.632547,1.406717
7/14/2019 12:15,0.262264,1.242546,1.503078,0.636048,1.43797
7/14/2019 12:30,0.27,1.257373,1.515688,0.657922,1.489396
7/14/2019 12:45,0.285252,1.26954,1.54274,0.650489,1.483331
7/14/2019 13:00,0.291265,1.28236,1.609371,0.644676,1.532499
7/14/2019 13:15,0.301063,1.303961,1.660142,0.653167,1.555207
7/14/2019 13:30,0.313951,1.310086,1.714981,0.650741,1.584689
7/14/2019 13:45,0.329219,1.334935,1.750388,0.662147,1.620487
7/14/2019 14:00,0.345,1.342884,1.789398,0.671855,1.651042
7/14/2019 14:15,0.347007,1.354576,1.87161,0.676337,1.672376
7/14/2019 14:30,0.367,1.35,1.901,0.680121,1.698675
7/14/2019 14:45,0.368053,1.387878,1.956784,0.682764,1.721951
7/14/2019 15:00,0.378832,1.403,1.980499,0.676124,1.755441
7/14/2019 15:15,0.39,1.403,1.993925,0.766863,1.790565
7/14/2019 15:30,0.393015,1.403,1.999057,0.773237,1.81636
7/14/2019 15:45,0.405,1.403192,1.995,0.287419,1.841978
7/14/2019 16:00,0.40744,1.417769,1.983659,0.006395,1.855081
7/14/2019 16:15,0.409,1.472952,1.979458,0.550179,1.877264
7/14/2019 16:30,0.409,1.517605,1.955892,0.54725,1.910372
7/14/2019 16:45,0.411721,1.523225,1.958198,0.537176,1.942127
7/14/2019 17:00,0.416,1.53241,1.936163,0.53332,1.934763
