,Arolla / Météo1 (Bricola - Rayonnement - W/m2),C: Arolla / Météo1 (Bricola - Rayonnement - W/m2) (1. Année précédente),C: Arolla / Météo1 (Bricola - Rayonnement - W/m2) (2. Année précédente),C: Arolla / Météo1 (Bricola - Rayonnement - W/m2) (3. Année précédente),C: Arolla / Météo1 (Bricola - Rayonnement - W/m2) (4. Année précédente)
Horodatage,W/m²,W/m²,W/m²,W/m²,W/m²
8/24/2019 5:15,0.698,0.698,0.698,0.698,0.698
8/24/2019 5:30,0.698,0.698,0.698,0.698,0.698
8/24/2019 5:45,0.698,0.698,0.698,0.698,0.698
8/24/2019 6:00,0.698,0.698,0.698,0.698,0.698
8/24/2019 6:15,0.698,0.698,0.698,0.698,0.698
8/24/2019 6:30,0.698,0.698,0.698,0.698,0.698
8/24/2019 6:45,0.698,0.698,0.698,0.698,0.698
8/24/2019 7:00,0.698,0.698,0.698,0.698,0.698
8/24/2019 7:15,0.698,0.698,0.698,0.698,0.698
8/24/2019 7:30,0.698,0.698,4.185,0.698,0.698
8/24/2019 7:45,0.698,0.698,0.698,0.698,0.698
8/24/2019 8:00,0.698,0.698,9.765,0.698,0.698
8/24/2019 8:15,0.698,0.698,48.825001,0.698,53.708
8/24/2019 8:30,0.698,0.698,102.531998,0.698,33.48
8/24/2019 8:45,0.698,0.698,70.447998,0.698,42.547001
8/24/2019 9:00,190.069,11.857,308.295013,379.440002,22.32
8/24/2019 9:15,379.44,52.312,378.743011,429.660004,64.867996
8/24/2019 9:30,433.845,56.498001,442.214996,478.484985,140.895004
8/24/2019 9:45,488.25,244.822006,518.940002,521.03302,103.230003
8/24/2019 10:00,538.819,278.303009,542.655029,562.184998,197.393005
8/24/2019 10:15,589.388,221.804993,595.664978,611.70697,295.73999
8/24/2019 10:30,636.818,220.410004,638.909973,652.163025,299.227997
8/24/2019 10:45,684.247,313.178009,691.221985,691.919983,279
8/24/2019 11:00,722.958,417.105011,721.913025,723.307983,350.144989
8/24/2019 11:15,761.67,433.845001,748.41803,761.669983,390.600006
8/24/2019 11:30,788.175,978.59198,777.015015,795.150024,718.424988
8/24/2019 11:45,814.68,300.622986,804.914978,824.445007,364.792999
8/24/2019 12:00,846.068,216.225006,815.377991,843.278015,237.149994
8/24/2019 12:15,877.455,"1,088.80",849.554993,860.018005,584.505005
8/24/2019 12:30,914.423,720.518005,876.757996,873.96698,"1,109.03"
8/24/2019 12:45,951.39,391.298004,903.263,886.52301,260.167999
8/24/2019 13:00,999.866,435.23999,938.835022,898.380005,563.580017
8/24/2019 13:15,"1,048.34",519.638,968.827026,903.960022,659.835022
8/24/2019 13:30,"1,038.23",434.542999,432.450012,908.84198,494.527008
8/24/2019 13:45,"1,028.12",511.266998,447.795013,909.539978,660.53302
8/24/2019 14:00,643.443,989.054993,332.707001,905.35498,"1,029.51"
8/24/2019 14:15,258.772,"1,113.91",338.984985,899.077026,438.029999
8/24/2019 14:30,166.702,329.917999,313.875,885.127991,604.034973
8/24/2019 14:45,74.632,304.109985,401.76001,869.78302,456.863007
8/24/2019 15:00,141.244,204.367996,304.109985,848.856995,389.902008
8/24/2019 15:15,207.855,153.449997,182.048004,820.95697,548.234985
8/24/2019 15:30,295.043,132.524994,126.945,796.544983,357.816986
8/24/2019 15:45,382.23,86.489998,282.488007,766.552979,349.446991
8/24/2019 16:00,653.209,97.650002,352.238007,733.072021,388.506989
8/24/2019 16:15,924.187,150.660004,541.95697,688.432983,171.585007
8/24/2019 16:30,738.652,116.483002,223.199997,647.97699,281.09201
8/24/2019 16:45,553.117,0.698,39.757999,606.127991,343.170013
8/24/2019 17:00,363.746,62.077999,0.698,557.302979,223.199997
8/24/2019 17:15,174.375,0.698,0.698,507.779999,71.144997
8/24/2019 17:30,190.766,0.698,0.698,457.559998,232.268005
8/24/2019 17:45,207.157,0.698,20.924999,405.945007,171.585007
8/24/2019 18:00,149.613,42.547001,107.415001,353.631989,146.475006
8/24/2019 18:15,92.07,9.068,122.061996,300.622986,0.698
8/24/2019 18:30,71.494,0.698,48.825001,144.382004,0.698
8/24/2019 18:45,50.917,2.79,48.126999,0.698,0.698
8/24/2019 19:00,25.808,0.698,0.698,0.698,0.698
8/24/2019 19:15,0.698,0.698,0.698,0.698,0.698
8/24/2019 19:30,0.698,0.698,0.698,0.698,0.698
8/24/2019 19:45,0.698,0.698,0.698,0.698,0.698
8/24/2019 20:00,0.698,0.698,0.698,0.698,0.698
8/24/2019 20:15,0.698,0.698,0.698,0.698,0.698
8/24/2019 20:30,0.698,0.698,0.698,0.698,0.698
8/24/2019 20:45,0.698,0.698,0.698,0.698,0.698
8/24/2019 21:00,0.698,0.698,0.698,0.698,0.698
8/24/2019 21:15,0.698,0.698,0.698,0.698,0.698
8/24/2019 21:30,0.698,0.698,0.698,0.698,0.698
8/24/2019 21:45,0.698,0.698,0.698,0.698,0.698
8/24/2019 22:00,0.698,0.698,0.698,0.698,0.698
8/24/2019 22:15,0.698,0.698,0.698,0.698,0.698
8/24/2019 22:30,0.698,0.698,0.698,0.698,0.698
8/24/2019 22:45,0.698,0.698,0.698,0.698,0.698
8/24/2019 23:00,0.698,0.698,0.698,0.698,0.698
8/24/2019 23:15,0.698,0.698,0.698,0.698,0.698
8/24/2019 23:30,0.698,0.698,0.698,0.698,0.698
8/24/2019 23:45,0.698,0.698,0.698,0.698,0.698
8/25/2019 0:00,0.698,0.698,0.698,0.698,0.698
8/25/2019 0:15,0.698,0.698,0.698,0.698,0.698
8/25/2019 0:30,0.698,0.698,0.698,0.698,0.698
8/25/2019 0:45,0.698,0.698,0.698,0.698,0.698
8/25/2019 1:00,0.698,0.698,0.698,0.698,0.698
8/25/2019 1:15,0.698,0.698,0.698,0.698,0.698
8/25/2019 1:30,0.698,0.698,0.698,0.698,0.698
8/25/2019 1:45,0.698,0.698,0.698,0.698,0.698
8/25/2019 2:00,0.698,0.698,0.698,0.698,0.698
8/25/2019 2:15,0.698,0.698,0.698,0.698,0.698
8/25/2019 2:30,0.698,0.698,0.698,0.698,0.698
8/25/2019 2:45,0.698,0.698,0.698,0.698,0.698
8/25/2019 3:00,0.698,0.698,0.698,0.698,0.698
8/25/2019 3:15,0.698,0.698,0.698,0.698,0.698
8/25/2019 3:30,0.698,0.698,0.698,0.698,0.698
8/25/2019 3:45,0.698,0.698,0.698,0.698,0.698
8/25/2019 4:00,0.698,0.698,0.698,0.698,0.698
8/25/2019 4:15,0.698,0.698,0.698,0.698,0.698
8/25/2019 4:30,0.698,0.698,0.698,0.698,0.698
8/25/2019 4:45,0.698,0.698,0.698,0.698,0.698
8/25/2019 5:00,0.698,0.698,0.698,0.698,0.698
8/25/2019 5:15,0.698,0.698,0.698,0.698,0.698
8/25/2019 5:30,0.698,0.698,0.698,0.698,0.698
8/25/2019 5:45,0.698,0.698,0.698,0.698,0.698
8/25/2019 6:00,0.698,0.698,0.698,0.698,0.698
8/25/2019 6:15,0.698,0.698,0.698,0.698,0.698
8/25/2019 6:30,0.698,0.698,0.698,0.698,0.698
8/25/2019 6:45,0.698,0.698,0.698,0.698,0.698
8/25/2019 7:00,0.698,0.698,0.698,0.698,0.698
8/25/2019 7:15,0.698,0.698,0.698,0.698,0.698
8/25/2019 7:30,0.698,0.698,0.698,0.698,0.698
8/25/2019 7:45,0.698,0.698,0.698,0.698,0.698
8/25/2019 8:00,0.698,0.698,0.698,0.698,0.698
8/25/2019 8:15,0.698,0.698,2.092,0.698,0.698
8/25/2019 8:30,0.698,19.530001,12.555,0.698,0.698
8/25/2019 8:45,0.698,86.489998,18.832001,0.698,0.698
8/25/2019 9:00,199.485,318.059998,280.394989,362.002014,45.337002
8/25/2019 9:15,398.272,310.386993,337.589996,417.803009,350.144989
8/25/2019 9:30,449.538,433.845001,421.988007,462.441986,219.712997
8/25/2019 9:45,500.805,564.974976,419.196991,508.477997,32.084999
8/25/2019 10:00,548.583,394.785004,492.434998,544.049988,196.695007
8/25/2019 10:15,596.362,218.317001,498.712006,597.059998,220.410004
8/25/2019 10:30,640.654,83.699997,604.034973,636.817017,686.340027
8/25/2019 10:45,684.945,265.747986,634.028015,678.66803,741.442017
8/25/2019 11:00,722.958,159.029999,702.382996,717.030029,773.528015
8/25/2019 11:15,760.972,193.904999,723.307983,747.719971,829.327026
8/25/2019 11:30,788.872,53.708,763.763,773.528015,245.520004
8/25/2019 11:45,816.773,40.455002,786.780029,804.21698,806.309998
8/25/2019 12:00,839.441,31.386999,808.403015,823.049988,323.640015
8/25/2019 12:15,862.11,103.927002,826.538025,844.672974,590.78302
8/25/2019 12:30,878.152,174.375,839.789978,861.413025,742.140015
8/25/2019 12:45,894.195,205.065002,849.554993,889.312012,984.172974
8/25/2019 13:00,903.612,117.876999,866.294983,896.984985,989.054993
8/25/2019 13:15,913.028,53.708,870.47998,908.14502,"1,026.72"
8/25/2019 13:30,915.469,0.698,876.059998,913.724976,956.27301
8/25/2019 13:45,917.91,150.660004,875.362,910.934998,982.080017
8/25/2019 14:00,907.447,200.880005,853.04303,903.263,993.937012
8/25/2019 14:15,896.985,155.542007,894.195007,888.61499,928.372009
8/25/2019 14:30,878.85,96.953003,863.505005,877.455017,999.518005
8/25/2019 14:45,860.715,113.692001,892.10199,857.22699,933.255005
8/25/2019 15:00,835.605,87.885002,904.65802,837.697021,925.58197
8/25/2019 15:15,810.495,112.995003,893.497009,811.192017,888.61499
8/25/2019 15:30,783.99,37.665001,328.522003,781.200012,933.255005
8/25/2019 15:45,757.485,28.598,939.53302,747.719971,"1,087.40"
8/25/2019 16:00,721.564,0.698,928.372009,709.356995,966.734985
8/25/2019 16:15,685.643,0.698,398.970001,675.179993,328.522003
8/25/2019 16:30,629.494,0.698,784.687012,635.422974,689.827026
8/25/2019 16:45,573.345,0.698,242.031998,593.572021,619.380005
8/25/2019 17:00,291.904,5.58,599.153015,543.35199,560.789978
8/25/2019 17:15,10.463,0.698,533.586975,454.769989,511.964996
8/25/2019 17:30,103.231,0.698,186.231995,443.609985,458.954987
8/25/2019 17:45,195.998,0.698,430.358002,393.390015,417.803009
8/25/2019 18:00,250.054,13.95,332.707001,343.170013,357.816986
8/25/2019 18:15,304.11,0.698,212.738007,294.345001,305.505005
8/25/2019 18:30,152.404,0.698,116.483002,0.698,118.574997
8/25/2019 18:45,0.698,0.698,72.540001,0.698,0.698
8/25/2019 19:00,0.698,0.698,57.195,0.698,0.698
8/25/2019 19:15,0.698,0.698,36.27,0.698,0.698
8/25/2019 19:30,0.698,0.698,4.883,0.698,0.698
8/25/2019 19:45,0.698,0.698,0.698,0.698,0.698
8/25/2019 20:00,0.698,0.698,0.698,0.698,0.698
8/25/2019 20:15,0.698,0.698,0.698,0.698,0.698
8/25/2019 20:30,0.698,0.698,0.698,0.698,0.698
8/25/2019 20:45,0.698,0.698,0.698,0.698,0.698
8/25/2019 21:00,0.698,0.698,0.698,0.698,0.698
8/25/2019 21:15,0.698,0.698,0.698,0.698,0.698
8/25/2019 21:30,0.698,0.698,0.698,0.698,0.698
8/25/2019 21:45,0.698,0.698,0.698,0.698,0.698
8/25/2019 22:00,0.698,0.698,0.698,0.698,0.698
8/25/2019 22:15,0.698,0.698,0.698,0.698,0.698
8/25/2019 22:30,0.698,0.698,0.698,0.698,0.698
8/25/2019 22:45,0.698,0.698,0.698,0.698,0.698
8/25/2019 23:00,0.698,0.698,0.698,0.698,0.698
8/25/2019 23:15,0.698,0.698,0.698,0.698,0.698
8/25/2019 23:30,0.698,0.698,0.698,0.698,0.698
8/25/2019 23:45,0.698,0.698,0.698,0.698,0.698
8/26/2019 0:00,0,0.698,0.698,0.698,0.698
8/26/2019 0:15,0.698,0.698,0.698,0.698,0.698
8/26/2019 0:30,0,0.698,0.698,0.698,0.698
8/26/2019 0:45,0.698,0.698,0.698,0.698,0.698
8/26/2019 1:00,0,0.698,0.698,0.698,0.698
8/26/2019 1:15,0.698,0.698,0.698,0.698,0.698
8/26/2019 1:30,0,0.698,0.698,0.698,0.698
8/26/2019 1:45,0.698,0.698,0.698,0.698,0.698
8/26/2019 2:00,0,0.698,0.698,0.698,0.698
8/26/2019 2:15,0.698,0.698,0.698,0.698,0.698
8/26/2019 2:30,0,0.698,0.698,0.698,0.698
8/26/2019 2:45,0.698,0.698,0.698,0.698,0.698
8/26/2019 3:00,0,0.698,0.698,0.698,0.698
8/26/2019 3:15,0.698,0.698,0.698,0.698,0.698
8/26/2019 3:30,0,0.698,0.698,0.698,0.698
8/26/2019 3:45,0.698,0.698,0.698,0.698,0.698
8/26/2019 4:00,0,0.698,0.698,0.698,0.698
8/26/2019 4:15,0.698,0.698,0.698,0.698,0.698
8/26/2019 4:30,0,0.698,0.698,0.698,0.698
8/26/2019 4:45,0.698,0.698,0.698,0.698,0.698
8/26/2019 5:00,0,0.698,0.698,0.698,0.698
8/26/2019 5:15,0.698,0.698,0.698,0.698,0.698
8/26/2019 5:30,0,0.698,0.698,0.698,0.698
8/26/2019 5:45,0.698,0.698,0.698,0.698,0.698
8/26/2019 6:00,0,0.698,0.698,0.698,0.698
8/26/2019 6:15,0.698,0.698,0.698,0.698,0.698
8/26/2019 6:30,0,0.698,0.698,0.698,0.698
8/26/2019 6:45,0.698,0.698,0.698,0.698,0.698
8/26/2019 7:00,0,0.698,0.698,0.698,0.698
8/26/2019 7:15,0.698,0.698,0.698,0.698,0.698
8/26/2019 7:30,0,0.698,0.698,0.698,0.698
8/26/2019 7:45,0.698,0.698,0.698,0.698,0.698
8/26/2019 8:00,0,0.698,0.698,0.698,0.698
8/26/2019 8:15,0,0.698,21.622,0.698,0.698
8/26/2019 8:30,0,11.16,30.690001,0.698,0.698
8/26/2019 8:45,0,74.632004,83.699997,0.698,0.698
8/26/2019 9:00,355.725006,318.756989,191.811996,352.238007,375.255005
8/26/2019 9:15,413.618011,349.446991,295.73999,412.222992,424.777008
8/26/2019 9:30,463.837006,448.493011,194.602005,462.441986,475.695007
8/26/2019 9:45,521.03302,534.284973,467.325012,511.964996,526.612
8/26/2019 10:00,564.278015,590.78302,517.544983,556.60498,574.73999
8/26/2019 10:15,613.10199,634.724976,558.697021,602.640015,618.682983
8/26/2019 10:30,655.650024,678.66803,594.96698,636.817017,664.71698
8/26/2019 10:45,695.40802,726.096985,636.817017,682.85199,706.567017
8/26/2019 11:00,733.77002,760.275024,660.53302,717.030029,747.02301
8/26/2019 11:15,766.552979,800.03302,700.289978,753.997009,781.200012
8/26/2019 11:30,796.544983,832.815002,829.327026,781.89801,813.981995
8/26/2019 11:45,827.234985,862.109985,963.945007,809.099976,848.856995
8/26/2019 12:00,855.83197,883.034973,802.125,833.513,873.96698
8/26/2019 12:15,880.244995,906.052979,921.39801,861.413025,889.312012
8/26/2019 12:30,902.565002,922.094971,870.47998,874.664978,904.65802
8/26/2019 12:45,908.14502,940.927979,880.942017,887.219971,927.674988
8/26/2019 13:00,917.909973,949.994995,926.97699,892.10199,933.952026
8/26/2019 13:15,920.700012,952.086975,"1,065.08",898.380005,936.742004
8/26/2019 13:30,920.002991,954.877991,266.445007,903.263,941.625
8/26/2019 13:45,923.48999,958.36499,"1,007.89",907.447021,931.859985
8/26/2019 14:00,913.724976,952.784973,391.298004,903.960022,932.557983
8/26/2019 14:15,899.077026,938.835022,941.625,886.52301,919.304993
8/26/2019 14:30,878.849976,922.094971,671.692017,869.085022,913.028015
8/26/2019 14:45,861.413025,906.75,198.089996,850.950012,896.288025
8/26/2019 15:00,847.461975,880.244995,125.550003,831.419983,867.690002
8/26/2019 15:15,827.234985,857.924988,129.037003,797.940002,839.789978
8/26/2019 15:30,788.174988,837,324.337006,772.830017,807.705017
8/26/2019 15:45,755.393005,812.586975,257.377014,742.140015,774.224976
8/26/2019 16:00,721.913025,760.275024,239.940002,709.356995,734.46698
8/26/2019 16:15,690.525024,675.877991,219.712997,670.297974,697.5
8/26/2019 16:30,642.39801,613.799988,250.403,632.632996,650.768005
8/26/2019 16:45,600.547974,600.547974,210.645004,557.302979,606.127991
8/26/2019 17:00,553.117004,523.822021,108.809998,34.875,562.184998
8/26/2019 17:15,500.804993,520.335022,544.049988,6.277,509.872986
8/26/2019 17:30,456.165009,479.880005,172.281998,6.975,458.256989
8/26/2019 17:45,404.549988,431.752014,138.104996,111.599998,408.037994
8/26/2019 18:00,345.959991,334.799988,56.498001,343.868011,355.725006
8/26/2019 18:15,295.73999,315.96701,144.382004,286.673004,302.016998
8/26/2019 18:30,0.698,2.79,127.641998,16.042999,0.698
8/26/2019 18:45,0.698,0.698,109.507004,0.698,0.698
8/26/2019 19:00,0.698,0.698,2.092,1.395,0.698
8/26/2019 19:15,0.698,0.698,19.530001,0.698,0.698
8/26/2019 19:30,0.698,0.698,0.698,0.698,0.698
8/26/2019 19:45,0,0.698,0.698,0.698,0.698
8/26/2019 20:00,0.698,0.698,0.698,0.698,0.698
8/26/2019 20:15,0,0.698,0.698,0.698,0.698
8/26/2019 20:30,0.698,0.698,0.698,0.698,0.698
8/26/2019 20:45,0,0.698,0.698,0.698,0.698
8/26/2019 21:00,0.698,0.698,0.698,0.698,0.698
8/26/2019 21:15,0,0.698,0.698,0.698,0.698
8/26/2019 21:30,0.698,0.698,0.698,0.698,0.698
8/26/2019 21:45,0,0.698,0.698,0.698,0.698
8/26/2019 22:00,0.698,0.698,0.698,0.698,0.698
8/26/2019 22:15,0,0.698,0.698,0.698,0.698
8/26/2019 22:30,0.698,0.698,0.698,0.698,0.698
8/26/2019 22:45,0,0.698,0.698,0.698,0.698
8/26/2019 23:00,0.698,0.698,0.698,0.698,0.698
8/26/2019 23:15,0,0.698,0.698,0.698,0.698
8/26/2019 23:30,0.698,0.698,0.698,0.698,0.698
8/26/2019 23:45,0,0.698,0.698,0.698,0.698
8/27/2019 0:00,0.698,0.698,0.698,0.698,0.698
8/27/2019 0:15,0,0.698,0.698,0.698,0.698
8/27/2019 0:30,0.698,0.698,0.698,0.698,0.698
8/27/2019 0:45,0,0.698,0.698,0.698,0.698
8/27/2019 1:00,0.698,0.698,0.698,0.698,0.698
8/27/2019 1:15,0,0.698,0.698,0.698,0.698
8/27/2019 1:30,0.698,0.698,0.698,0.698,0.698
8/27/2019 1:45,0,0.698,0.698,0.698,0.698
8/27/2019 2:00,0.698,0.698,0.698,0.698,0.698
8/27/2019 2:15,0,0.698,0.698,0.698,0.698
8/27/2019 2:30,0.698,0.698,0.698,0.698,0.698
8/27/2019 2:45,0,0.698,0.698,0.698,0.698
8/27/2019 3:00,0.698,0.698,0.698,0.698,0.698
8/27/2019 3:15,0,0.698,0.698,0.698,0.698
8/27/2019 3:30,0.698,0.698,0.698,0.698,0.698
8/27/2019 3:45,0,0.698,0.698,0.698,0.698
8/27/2019 4:00,0.698,0.698,0.698,0.698,0.698
8/27/2019 4:15,0,0.698,0.698,0.698,0.698
8/27/2019 4:30,0.698,0.698,0.698,0.698,0.698
8/27/2019 4:45,0,0.698,0.698,0.698,0.698
8/27/2019 5:00,0.698,0.698,0.698,0.698,0.698
8/27/2019 5:15,0,0.698,0.698,0.698,0.698
8/27/2019 5:30,0.698,0.698,0.698,0.698,0.698
8/27/2019 5:45,0,0.698,0.698,0.698,0.698
8/27/2019 6:00,0.698,0.698,0.698,0.698,0.698
8/27/2019 6:15,0,0.698,0.698,0.698,0.698
8/27/2019 6:30,0.698,0.698,0.698,0.698,0.698
8/27/2019 6:45,0,0.698,0.698,0.698,0.698
8/27/2019 7:00,0.698,0.698,0.698,0.698,0.698
8/27/2019 7:15,0,0.698,0.698,0.698,0.698
8/27/2019 7:30,0.698,0.698,0.698,0.698,0.698
8/27/2019 7:45,9.068,0.698,0.698,0.698,0.698
8/27/2019 8:00,16.042999,17.437,0.698,0.698,0.698
8/27/2019 8:15,30.690001,34.178001,0.698,0.698,0.698
8/27/2019 8:30,80.212997,0.698,0.698,0.698,0.698
8/27/2019 8:45,140.197006,0.698,34.178001,0.698,0.698
8/27/2019 9:00,212.039993,334.102997,199.485001,364.792999,322.941986
8/27/2019 9:15,234.360001,394.785004,291.554993,416.40799,326.429993
8/27/2019 9:30,283.881989,450.584991,267.141998,467.325012,464.535004
8/27/2019 9:45,330.61499,316.665009,124.852997,517.544983,520.335022
8/27/2019 10:00,338.984985,556.60498,220.410004,558.697021,561.487
8/27/2019 10:15,361.304993,597.757996,574.04303,604.731995,608.91803
8/27/2019 10:30,528.705017,628.447021,590.085022,647.97699,654.255005
8/27/2019 10:45,564.278015,667.507996,632.632996,687.734985,701.684998
8/27/2019 11:00,704.474976,705.172974,629.14502,720.518005,722.609985
8/27/2019 11:15,638.909973,735.164978,736.559998,757.484985,749.11499
8/27/2019 11:30,720.518005,766.552979,781.200012,790.965027,776.317017
8/27/2019 11:45,791.663025,798.638,788.872009,819.562012,836.302979
8/27/2019 12:00,830.025024,823.049988,859.320007,837,850.252991
8/27/2019 12:15,882.336975,842.580017,830.025024,853.73999,871.875
8/27/2019 12:30,660.53302,855.83197,653.557983,874.664978,883.731995
8/27/2019 12:45,529.403015,875.362,470.11499,887.219971,903.263
8/27/2019 13:00,874.664978,883.731995,933.952026,898.380005,908.84198
8/27/2019 13:15,776.317017,889.312012,902.565002,903.263,864.900024
8/27/2019 13:30,557.302979,899.077026,753.299988,909.539978,786.780029
8/27/2019 13:45,921.39801,901.169983,267.141998,908.84198,763.065002
8/27/2019 14:00,895.590027,894.195007,424.777008,906.052979,789.570007
8/27/2019 14:15,896.288025,884.429993,430.358002,893.497009,687.038025
8/27/2019 14:30,881.640015,866.294983,352.238007,886.52301,839.09198
8/27/2019 14:45,843.974976,848.856995,246.914993,867.690002,742.140015
8/27/2019 15:00,733.072021,826.538025,525.914978,840.487,790.965027
8/27/2019 15:15,421.290009,803.52002,659.835022,837.697021,821.655029
8/27/2019 15:30,228.779999,809.099976,613.799988,807.705017,682.155029
8/27/2019 15:45,212.738007,760.275024,540.562012,390.600006,661.22998
8/27/2019 16:00,394.087006,719.820007,285.975006,108.112,790.268005
8/27/2019 16:15,309.690002,675.179993,208.552994,141.593002,334.799988
8/27/2019 16:30,460.350006,631.934998,195.300003,31.386999,374.558014
8/27/2019 16:45,357.119995,586.596985,410.130005,488.25,530.099976
8/27/2019 17:00,283.881989,554.513,200.880005,437.332001,546.840027
8/27/2019 17:15,176.468002,509.174988,75.330002,498.015015,461.744995
8/27/2019 17:30,205.761993,408.734985,55.799999,449.190002,529.403015
8/27/2019 17:45,147.173004,401.76001,34.178001,400.36499,266.445007
8/27/2019 18:00,102.531998,378.743011,83.001999,353.631989,208.552994
8/27/2019 18:15,65.565002,82.305,76.724998,286.673004,165.307999
8/27/2019 18:30,49.522999,78.817001,94.860001,1.395,104.625
8/27/2019 18:45,47.43,15.345,55.799999,0.698,52.312
8/27/2019 19:00,18.832001,0.698,66.263,0.698,20.226999
8/27/2019 19:15,0.698,0.698,3.487,0.698,4.883
8/27/2019 19:30,0.698,0.698,0.698,0.698,0.698
8/27/2019 19:45,0.698,0.698,0.698,0.698,0.698
8/27/2019 20:00,0,0.698,0.698,0.698,0.698
8/27/2019 20:15,0.698,0.698,0.698,0.698,0.698
8/27/2019 20:30,0,0.698,0.698,0.698,0.698
8/27/2019 20:45,0.698,0.698,0.698,0.698,0.698
8/27/2019 21:00,0,0.698,0.698,0.698,0.698
8/27/2019 21:15,0.698,0.698,0.698,0.698,0.698
8/27/2019 21:30,0,0.698,0.698,0.698,0.698
8/27/2019 21:45,0.698,0.698,0.698,0.698,0.698
8/27/2019 22:00,0,0.698,0.698,0.698,0.698
8/27/2019 22:15,0.698,0.698,0.698,0.698,0.698
8/27/2019 22:30,0,0.698,0.698,0.698,0.698
8/27/2019 22:45,0.698,0.698,0.698,0.698,0.698
8/27/2019 23:00,0,0.698,0.698,0.698,0.698
8/27/2019 23:15,0.698,0.698,0.698,0.698,0.698
8/27/2019 23:30,0,0.698,0.698,0.698,0.698
8/27/2019 23:45,0.698,0.698,0.698,0.698,0.698
8/28/2019 0:00,0,0.698,0.698,0.698,0.698
8/28/2019 0:15,0.698,0.698,0.698,0.698,0.698
8/28/2019 0:30,0,0.698,0.698,0.698,0.698
8/28/2019 0:45,0.698,0.698,0.698,0.698,0.698
8/28/2019 1:00,0,0.698,0.698,0.698,0.698
8/28/2019 1:15,0.698,0.698,0.698,0.698,0.698
8/28/2019 1:30,0.698,0.698,0.698,0.698,0.698
8/28/2019 1:45,0.698,0.698,0.698,0.698,0.698
8/28/2019 2:00,0.698,0.698,0.698,0.698,0.698
8/28/2019 2:15,0.698,0.698,0.698,0.698,0.698
8/28/2019 2:30,0.698,0.698,0.698,0.698,0.698
8/28/2019 2:45,0.698,0.698,0.698,0.698,0.698
8/28/2019 3:00,0.698,0.698,0.698,0.698,0.698
8/28/2019 3:15,0.698,0.698,0.698,0.698,0.698
8/28/2019 3:30,0.698,0.698,0.698,0.698,0.698
8/28/2019 3:45,0.698,0.698,0.698,0.698,0.698
8/28/2019 4:00,0.698,0.698,0.698,0.698,0.698
8/28/2019 4:15,0.698,0.698,0.698,0.698,0.698
8/28/2019 4:30,0.698,0.698,0.698,0.698,0.698
8/28/2019 4:45,0.698,0.698,0.698,0.698,0.698
8/28/2019 5:00,0.698,0.698,0.698,0.698,0.698
8/28/2019 5:15,0.698,0.698,0.698,0.698,0.698
8/28/2019 5:30,0.698,0.698,0.698,0.698,0.698
8/28/2019 5:45,0.698,0.698,0.698,0.698,0.698
8/28/2019 6:00,0.698,0.698,0.698,0.698,0.698
8/28/2019 6:15,0.698,0.698,0.698,0.698,0.698
8/28/2019 6:30,0.698,0.698,0.698,0.698,0.698
8/28/2019 6:45,0.698,0.698,0.698,0.698,0.698
8/28/2019 7:00,0.698,0.698,0.698,0.698,0.698
8/28/2019 7:15,0.698,0.698,0.698,0.698,0.698
8/28/2019 7:30,0.698,0.698,0.698,0.698,0.698
8/28/2019 7:45,0.698,0.698,0.698,0.698,0.698
8/28/2019 8:00,0,0.698,0.698,0.698,0.698
8/28/2019 8:15,0.698,0.698,4.185,0.698,0.698
8/28/2019 8:30,18.135,0.698,32.782001,0.698,0.698
8/28/2019 8:45,30.690001,6.277,49.522999,0.698,1.069933
8/28/2019 9:00,56.498001,311.084991,83.001999,341.076996,204.646601
8/28/2019 9:15,95.557999,359.910004,114.389999,393.390015,288.950799
8/28/2019 9:30,107.415001,410.826996,121.364998,435.937012,369.163603
8/28/2019 9:45,100.440002,463.140015,138.104996,482.670013,352.935065
8/28/2019 10:00,129.037003,521.72998,156.936996,530.099976,352.051597
8/28/2019 10:15,197.393005,564.278015,259.470001,571.950012,449.56201
8/28/2019 10:30,268.537994,606.825012,224.595001,613.10199,597.850399
8/28/2019 10:45,393.390015,642.39801,267.141998,658.440002,574.73999
8/28/2019 11:00,338.287994,684.247009,728.190002,691.221985,682.85199
8/28/2019 11:15,289.462006,721.215027,559.39502,721.913025,688.432983
8/28/2019 11:30,387.113007,760.971985,500.804993,755.393005,707.961975
8/28/2019 11:45,541.95697,788.872009,214.830002,780.502991,773.528015
8/28/2019 12:00,471.51001,807.705017,226.686996,809.797974,768.64502
8/28/2019 12:15,463.837006,835.60498,234.360001,832.815002,765.15802
8/28/2019 12:30,587.294983,860.018005,511.266998,850.950012,804.21698
8/28/2019 12:45,634.028015,864.900024,415.709991,872.572021,763.763
8/28/2019 13:00,373.859985,878.153015,337.589996,910.237,831.419983
8/28/2019 13:15,353.631989,883.034973,424.777008,454.769989,881.640015
8/28/2019 13:30,190.417007,891.405029,714.23999,457.559998,724.005005
8/28/2019 13:45,172.979996,894.893005,534.981995,990.450012,675.179993
8/28/2019 14:00,536.377991,890.01001,436.63501,974.40802,805.612
8/28/2019 14:15,458.954987,887.91803,395.483002,256.679993,815.377991
8/28/2019 14:30,643.79303,870.47998,648.674988,245.520004,844.672974
