,Stafel / Hydrologie (Stafel - Débit dessableur),C: Stafel / Hydrologie (Stafel - Débit dessableur) (1. Année précédente),C: Stafel / Hydrologie (Stafel - Débit dessableur) (2. Année précédente),C: Stafel / Hydrologie (Stafel - Débit dessableur) (3. Année précédente),C: Stafel / Hydrologie (Stafel - Débit dessableur) (4. Année précédente)
5/18/2019 9:30,0.147327,0.403264,0.477153,0.190767,0.484583
5/18/2019 9:45,0.142917,0.382651,0.477005,0.190417,0.485483
5/18/2019 10:00,0.143333,0.388996,0.486285,0.185347,0.480347
5/18/2019 10:15,0.14375,0.399167,0.48125,0.181664,0.480003
5/18/2019 10:30,0.145833,0.38375,0.485069,0.18125,0.481285
5/18/2019 10:45,0.150764,0.386076,0.4875,0.175764,0.476667
5/18/2019 11:00,0.15625,0.420231,0.487708,0.176285,0.472917
5/18/2019 11:15,0.155243,0.399167,0.494453,0.17625,0.474132
5/18/2019 11:30,0.15309,0.393229,0.494583,0.174583,0.473816
5/18/2019 11:45,0.15316,0.391667,0.497141,0.177049,0.473333
5/18/2019 12:00,0.150833,0.388958,0.496285,0.177535,0.470833
5/18/2019 12:15,0.153923,0.40066,0.503782,0.174997,0.475
5/18/2019 12:30,0.155243,0.393611,0.503785,0.170798,0.473333
5/18/2019 12:45,0.153608,0.410833,0.510961,0.177566,0.47285
5/18/2019 13:00,0.15625,0.418287,0.510417,0.184233,0.477535
5/18/2019 13:15,0.15625,0.425312,0.504687,0.186667,0.480035
5/18/2019 13:30,0.160833,0.432743,0.520208,0.188333,0.485035
5/18/2019 13:45,0.16059,0.441149,0.519167,0.192118,0.490868
5/18/2019 14:00,0.160324,0.448842,0.524236,0.195868,0.49632
5/18/2019 14:15,0.16125,0.46007,0.525833,0.203368,0.505066
5/18/2019 14:30,0.160833,0.482743,0.528542,0.207083,0.509201
5/18/2019 14:45,0.165,0.481351,0.53711,0.210868,0.47625
5/18/2019 15:00,0.16559,0.487917,0.559352,0.127882,0.525026
5/18/2019 15:15,0.167917,0.511424,0.566667,0.180069,0.186354
5/18/2019 15:30,0.16875,0.515741,0.565775,0.22875,0.479265
5/18/2019 15:45,0.171181,0.528542,0.581319,0.23125,0.572396
5/18/2019 16:00,0.17441,0.554583,0.590625,0.234583,0.585451
5/18/2019 16:15,0.185379,0.566319,0.604792,0.242535,0.594688
5/18/2019 16:30,0.19125,0.570764,0.612188,0.239965,0.614201
5/18/2019 16:45,0.19059,0.575174,0.621667,0.244236,0.624653
5/18/2019 17:00,0.189827,0.580695,0.616528,0.25125,0.635101
5/18/2019 17:15,0.192358,0.588333,0.619687,0.257566,0.646736
5/18/2019 17:30,0.19375,0.591805,0.623785,0.25625,0.655069
5/18/2019 17:45,0.192917,0.590833,0.63,0.262083,0.667604
5/18/2019 18:00,0.19375,0.594063,0.619062,0.2675,0.670903
5/18/2019 18:15,0.196424,0.598055,0.633171,0.275483,0.685451
5/18/2019 18:30,0.198993,0.596664,0.63493,0.27375,0.695932
5/18/2019 18:45,0.190243,0.599306,0.6275,0.274583,0.702951
5/18/2019 19:00,0.1875,0.598889,0.628021,0.275,0.702847
5/18/2019 19:15,0.189167,0.604445,0.628151,0.275,0.716227
5/18/2019 19:30,0.1875,0.604201,0.633333,0.274167,0.720449
5/18/2019 19:45,0.18191,0.600833,0.632083,0.272917,0.721667
5/18/2019 20:00,0.18125,0.6,0.63125,0.272882,0.725
5/18/2019 20:15,0.180243,0.6,0.634201,0.270833,0.726285
5/18/2019 20:30,0.180173,0.596736,0.631597,0.26875,0.733333
5/18/2019 20:45,0.17566,0.596805,0.633877,0.263298,0.730452
5/18/2019 21:00,0.17316,0.593333,0.632361,0.262083,0.729167
5/18/2019 21:15,0.16875,0.592917,0.63125,0.257433,0.730417
5/18/2019 21:30,0.16875,0.591007,0.629583,0.254132,0.72875
5/18/2019 21:45,0.169583,0.5875,0.632083,0.251667,0.728806
5/18/2019 22:00,0.169583,0.584688,0.62875,0.248299,0.725
5/18/2019 22:15,0.16875,0.582083,0.63,0.244583,0.72375
5/18/2019 22:30,0.16875,0.58,0.63375,0.24375,0.71875
5/18/2019 22:45,0.164826,0.575026,0.627468,0.24375,0.717816
5/18/2019 23:00,0.1625,0.575417,0.631146,0.239965,0.713782
5/18/2019 23:15,0.1625,0.570174,0.630556,0.2375,0.709583
5/18/2019 23:30,0.1625,0.566805,0.626806,0.235798,0.7075
5/18/2019 23:45,0.1625,0.562917,0.629467,0.2325,0.707917
5/19/2019 0:00,0.1625,0.5625,0.629514,0.23,0.704132
5/19/2019 0:15,0.1625,0.560312,0.636042,0.227465,0.697465
5/19/2019 0:30,0.1625,0.555417,0.636181,0.225833,0.690799
5/19/2019 0:45,0.161667,0.553267,0.632917,0.225,0.6875
5/19/2019 1:00,0.158229,0.55125,0.629548,0.2225,0.6841
5/19/2019 1:15,0.159308,0.55,0.628229,0.219934,0.681667
5/19/2019 1:30,0.157083,0.55,0.624167,0.219583,0.678299
5/19/2019 1:45,0.15625,0.55,0.626667,0.21875,0.675417
5/19/2019 2:00,0.15625,0.549167,0.627083,0.217049,0.673299
5/19/2019 2:15,0.15625,0.544271,0.624861,0.20493,0.669167
5/19/2019 2:30,0.155417,0.5425,0.623877,0.203785,0.663299
5/19/2019 2:45,0.15625,0.54375,0.626667,0.203298,0.661632
5/19/2019 3:00,0.15625,0.542917,0.6275,0.2,0.657049
5/19/2019 3:15,0.15625,0.54375,0.625833,0.200417,0.652882
5/19/2019 3:30,0.15625,0.54059,0.63,0.203785,0.650833
5/19/2019 3:45,0.15625,0.5375,0.625706,0.209583,0.645958
5/19/2019 4:00,0.15625,0.5375,0.626667,0.210868,0.642857
5/19/2019 4:15,0.15625,0.533924,0.628333,0.2125,0.639615
5/19/2019 4:30,0.157083,0.5325,0.630764,0.211635,0.636215
5/19/2019 4:45,0.16,0.529792,0.631485,0.2125,0.63125
5/19/2019 5:00,0.160729,0.527917,0.63125,0.2125,0.626632
5/19/2019 5:15,0.1625,0.525,0.639398,0.2125,0.625
5/19/2019 5:30,0.1625,0.52375,0.647083,0.2125,0.625833
5/19/2019 5:45,0.160243,0.518776,0.653426,0.2125,0.625
5/19/2019 6:00,0.157083,0.51875,0.660781,0.21125,0.61875
5/19/2019 6:15,0.159482,0.514236,0.666667,0.208715,0.617465
5/19/2019 6:30,0.161667,0.512326,0.660388,0.204965,0.6125
5/19/2019 6:45,0.16,0.508333,0.674722,0.2,0.61125
5/19/2019 7:00,0.158892,0.504792,0.671117,0.2,0.606667
5/19/2019 7:15,0.157743,0.501667,0.671667,0.2,0.608333
5/19/2019 7:30,0.153195,0.485625,0.667952,0.2,0.608365
5/19/2019 7:45,0.155173,0.480588,0.665972,0.20125,0.605
5/19/2019 8:00,0.15625,0.499908,0.664803,0.2,0.604132
5/19/2019 8:15,0.15625,0.48625,0.643646,0.2,0.599132
5/19/2019 8:30,0.158507,0.480833,0.646667,0.201285,0.594621
5/19/2019 8:45,0.15875,0.503021,0.647037,0.203333,0.600382
5/19/2019 9:00,0.15691,0.493055,0.650104,0.202048,0.595385
5/19/2019 9:15,0.15625,0.488924,0.645694,0.2,0.580521
5/19/2019 9:30,0.152917,0.4825,0.671693,0.199965,0.595347
5/19/2019 9:45,0.15632,0.462954,0.65,0.197535,0.586215
5/19/2019 10:00,0.157847,0.465799,0.642431,0.1975,0.58
5/19/2019 10:15,0.15875,0.47184,0.649768,0.194479,0.585486
5/19/2019 10:30,0.161111,0.473542,0.653333,0.168437,0.586632
5/19/2019 10:45,0.162358,0.479306,0.642135,0.172208,0.58625
5/19/2019 11:00,0.1625,0.47625,0.637442,0.1875,0.582014
5/19/2019 11:15,0.1625,0.488333,0.630625,0.184135,0.577503
5/19/2019 11:30,0.1625,0.511979,0.621317,0.18125,0.578333
5/19/2019 11:45,0.165,0.5,0.633472,0.179618,0.581632
5/19/2019 12:00,0.160417,0.5025,0.62022,0.181597,0.578368
5/19/2019 12:15,0.159583,0.514595,0.617014,0.172989,0.582882
5/19/2019 12:30,0.165,0.517593,0.617697,0.182847,0.5825
5/19/2019 12:45,0.16309,0.503576,0.623333,0.182153,0.584202
5/19/2019 13:00,0.1675,0.510984,0.619039,0.181215,0.5825
5/19/2019 13:15,0.16875,0.52125,0.615,0.180382,0.589618
5/19/2019 13:30,0.164826,0.523981,0.620104,0.177049,0.59375
5/19/2019 13:45,0.16434,0.530278,0.625486,0.175903,0.597986
5/19/2019 14:00,0.16875,0.5425,0.637222,0.1725,0.605
5/19/2019 14:15,0.16875,0.559583,0.64375,0.170382,0.604062
5/19/2019 14:30,0.168333,0.5775,0.607986,0.170035,0.60375
5/19/2019 14:45,0.169583,0.586291,0.485069,0.170417,0.607569
5/19/2019 15:00,0.169583,0.59625,0.606667,0.17465,0.606701
5/19/2019 15:15,0.16875,0.614896,0.607222,0.173298,0.626317
5/19/2019 15:30,0.16875,0.651979,0.617943,0.17375,0.625
5/19/2019 15:45,0.173889,0.646042,0.620359,0.173333,0.630136
5/19/2019 16:00,0.172743,0.639583,0.6166,0.175382,0.64632
5/19/2019 16:15,0.17125,0.662986,0.620833,0.160417,0.6525
5/19/2019 16:30,0.174167,0.67237,0.616181,0.028825,0.655451
5/19/2019 16:45,0.175,0.67684,0.61125,0.156244,0.661285
5/19/2019 17:00,0.177257,0.673333,0.60375,0.180417,0.664202
5/19/2019 17:15,0.18125,0.689375,0.599653,0.18,0.667083
5/19/2019 17:30,0.18125,0.696979,0.603203,0.179618,0.670035
5/19/2019 17:45,0.182431,0.70621,0.592245,0.177882,0.668299
5/19/2019 18:00,0.183519,0.707083,0.592569,0.180066,0.67125
5/19/2019 18:15,0.170729,0.708472,0.589028,0.17535,0.67
5/19/2019 18:30,0.1625,0.709757,0.581458,0.175,0.674167
5/19/2019 18:45,0.1625,0.711146,0.566667,0.175865,0.671215
5/19/2019 19:00,0.1625,0.71,0.56875,0.175,0.66875
5/19/2019 19:15,0.16191,0.708924,0.561319,0.175,0.66875
5/19/2019 19:30,0.16066,0.710243,0.558137,0.17035,0.66875
5/19/2019 19:45,0.156771,0.70875,0.550417,0.169548,0.66618
5/19/2019 20:00,0.15625,0.707083,0.54625,0.166218,0.665035
5/19/2019 20:15,0.159757,0.70559,0.540382,0.165035,0.6625
5/19/2019 20:30,0.1625,0.710972,0.534514,0.164132,0.661632
5/19/2019 20:45,0.1625,0.70007,0.529062,0.164615,0.657083
5/19/2019 21:00,0.1625,0.685903,0.526771,0.162917,0.657917
5/19/2019 21:15,0.1625,0.689722,0.520694,0.1625,0.654965
5/19/2019 21:30,0.1625,0.683854,0.513391,0.1625,0.65
5/19/2019 21:45,0.158993,0.454141,0.507847,0.161632,0.65
5/19/2019 22:00,0.15625,0.666146,0.501068,0.15625,0.647882
5/19/2019 22:15,0.15625,0.670625,0.498264,0.15625,0.644615
5/19/2019 22:30,0.1575,0.67375,0.492049,0.15625,0.64375
5/19/2019 22:45,0.157593,0.678577,0.49,0.15625,0.640799
5/19/2019 23:00,0.157083,0.666597,0.483715,0.15625,0.6375
5/19/2019 23:15,0.15625,0.658854,0.477396,0.154549,0.632882
5/19/2019 23:30,0.15625,0.65625,0.467917,0.151701,0.63125
5/19/2019 23:45,0.15625,0.653403,0.4625,0.152017,0.629548
5/20/2019 0:00,0.157673,0.651351,0.454456,0.15,0.625
5/20/2019 0:15,0.161566,0.64441,0.449456,0.15,0.622049
5/20/2019 0:30,0.1625,0.64375,0.441597,0.144583,0.61875
5/20/2019 0:45,0.158577,0.639687,0.435833,0.146702,0.614965
5/20/2019 1:00,0.15625,0.636458,0.430764,0.15,0.612949
5/20/2019 1:15,0.151077,0.63125,0.42625,0.15,0.611667
5/20/2019 1:30,0.148125,0.628958,0.422735,0.15,0.607083
5/20/2019 1:45,0.14375,0.625,0.419583,0.15,0.60625
5/20/2019 2:00,0.14375,0.619375,0.416632,0.15,0.6016
5/20/2019 2:15,0.149858,0.616424,0.417083,0.15,0.60035
5/20/2019 2:30,0.15,0.6125,0.413206,0.145382,0.598298
5/20/2019 2:45,0.15,0.610417,0.413365,0.14375,0.594615
5/20/2019 3:00,0.15,0.606111,0.411077,0.1375,0.592917
5/20/2019 3:15,0.15,0.60125,0.408715,0.133298,0.590382
5/20/2019 3:30,0.15,0.59875,0.40625,0.132115,0.5875
5/20/2019 3:45,0.15,0.59375,0.407569,0.13125,0.583299
5/20/2019 4:00,0.15309,0.59132,0.4075,0.13125,0.582115
5/20/2019 4:15,0.15625,0.587083,0.40625,0.13125,0.58125
5/20/2019 4:30,0.15625,0.581354,0.404583,0.13125,0.579132
5/20/2019 4:45,0.153993,0.578958,0.403681,0.13125,0.575799
5/20/2019 5:00,0.151942,0.576667,0.4,0.13125,0.576285
5/20/2019 5:15,0.15625,0.575,0.400833,0.13125,0.575
5/20/2019 5:30,0.15625,0.572917,0.395695,0.13125,0.575
5/20/2019 5:45,0.15625,0.568892,0.39375,0.129549,0.573333
5/20/2019 6:00,0.15625,0.56625,0.387789,0.125833,0.570382
5/20/2019 6:15,0.15625,0.565833,0.389167,0.125,0.567465
5/20/2019 6:30,0.152743,0.5625,0.387917,0.130382,0.560382
5/20/2019 6:45,0.152673,0.557326,0.383715,0.130833,0.55625
5/20/2019 7:00,0.153649,0.55625,0.379896,0.129549,0.551667
5/20/2019 7:15,0.155312,0.551982,0.384306,0.130452,0.551667
5/20/2019 7:30,0.154482,0.551609,0.383692,0.134202,0.550486
5/20/2019 7:45,0.152917,0.550555,0.399016,0.146351,0.55
5/20/2019 8:00,0.151945,0.544271,0.393426,0.145833,0.545798
5/20/2019 8:15,0.153923,0.546322,0.420382,0.152049,0.544583
5/20/2019 8:30,0.150556,0.532361,0.455,0.157986,0.54375
5/20/2019 8:45,0.15625,0.529213,0.436713,0.170452,0.542049
5/20/2019 9:00,0.15625,0.540312,0.452604,0.164132,0.538333
5/20/2019 9:15,0.15625,0.540069,0.456342,0.159965,0.533715
5/20/2019 9:30,0.15625,0.532639,0.443079,0.155764,0.53
5/20/2019 9:45,0.155316,0.528993,0.431667,0.15125,0.529551
5/20/2019 10:00,0.15625,0.526667,0.417153,0.148715,0.525833
5/20/2019 10:15,0.15441,0.530092,0.404028,0.148365,0.525
5/20/2019 10:30,0.15,0.525729,0.407732,0.142048,0.52375
5/20/2019 10:45,0.148577,0.523475,0.393854,0.138333,0.522049
5/20/2019 11:00,0.144583,0.52875,0.3875,0.1375,0.515799
5/20/2019 11:15,0.148993,0.528851,0.387188,0.140868,0.512535
5/20/2019 11:30,0.149815,0.526458,0.385695,0.1425,0.514965
5/20/2019 11:45,0.153923,0.525046,0.382408,0.140385,0.5125
5/20/2019 12:00,0.152917,0.53059,0.379688,0.141215,0.509548
5/20/2019 12:15,0.15625,0.531945,0.385,0.139167,0.509167
5/20/2019 12:30,0.157083,0.536979,0.377083,0.139965,0.5075
5/20/2019 12:45,0.158958,0.541458,0.379722,0.127188,0.50625
5/20/2019 13:00,0.15941,0.5375,0.387917,0.14,0.504097
5/20/2019 13:15,0.160417,0.534583,0.3825,0.142535,0.500452
5/20/2019 13:30,0.159757,0.541667,0.380903,0.144618,0.501667
5/20/2019 13:45,0.162604,0.549028,0.378194,0.15,0.495
5/20/2019 14:00,0.154757,0.54875,0.386018,0.155417,0.499583
5/20/2019 14:15,0.15625,0.546667,0.387708,0.155833,0.498298
5/20/2019 14:30,0.165313,0.54875,0.232512,0.157118,0.493715
5/20/2019 14:45,0.158058,0.550417,0.385729,0.162917,0.496632
5/20/2019 15:00,0.162708,0.552083,0.393842,0.166667,0.49375
5/20/2019 15:15,0.163333,0.547327,0.406667,0.146702,0.492049
5/20/2019 15:30,0.160833,0.547083,0.407813,0.112188,0.4925
5/20/2019 15:45,0.1625,0.546319,0.416667,0,0.218886
5/20/2019 16:00,0.164757,0.551389,0.414583,0.002708,0.445665
5/20/2019 16:15,0.167816,0.553958,0.418958,0.165078,0.489583
5/20/2019 16:30,0.163507,0.552396,0.423403,0.18632,0.485799
5/20/2019 16:45,0.16875,0.553889,0.424468,0.192083,0.482048
5/20/2019 17:00,0.16566,0.555555,0.424132,0.195417,0.48125
5/20/2019 17:15,0.16809,0.559688,0.423333,0.2,0.477917
5/20/2019 17:30,0.16875,0.553993,0.423194,0.200868,0.48
5/20/2019 17:45,0.170275,0.56375,0.428333,0.20625,0.475833
5/20/2019 18:00,0.17441,0.56059,0.427604,0.209202,0.474517
5/20/2019 18:15,0.170243,0.562326,0.428099,0.214201,0.472465
5/20/2019 18:30,0.173264,0.560139,0.430382,0.218333,0.46875
5/20/2019 18:45,0.172885,0.559583,0.427014,0.21875,0.467465
5/20/2019 19:00,0.174025,0.560625,0.422951,0.223333,0.462882
5/20/2019 19:15,0.176458,0.559028,0.425235,0.224135,0.45875
5/20/2019 19:30,0.172917,0.55875,0.425,0.224167,0.460452
5/20/2019 19:45,0.167778,0.555142,0.421215,0.222083,0.458333
5/20/2019 20:00,0.164722,0.552604,0.42,0.2191,0.456247
5/20/2019 20:15,0.16875,0.55,0.417014,0.219583,0.453365
5/20/2019 20:30,0.16816,0.547917,0.4125,0.21875,0.45
5/20/2019 20:45,0.1625,0.545879,0.412048,0.217882,0.446215
5/20/2019 21:00,0.166424,0.542917,0.408785,0.217917,0.445868
5/20/2019 21:15,0.162685,0.540104,0.406667,0.21875,0.444583
5/20/2019 21:30,0.1625,0.5375,0.404583,0.2125,0.441632
5/20/2019 21:45,0.164167,0.315046,0.400289,0.209549,0.437947
5/20/2019 22:00,0.1625,0.522734,0.394931,0.205382,0.434549
5/20/2019 22:15,0.1625,0.52684,0.389514,0.2,0.431215
5/20/2019 22:30,0.1625,0.5275,0.382847,0.2,0.429132
5/20/2019 22:45,0.1625,0.52338,0.38125,0.196632,0.425
5/20/2019 23:00,0.1625,0.520694,0.37618,0.19375,0.424097
5/20/2019 23:15,0.1625,0.517917,0.374097,0.19375,0.421215
5/20/2019 23:30,0.15816,0.517188,0.369583,0.19375,0.419167
5/20/2019 23:45,0.153333,0.51132,0.36875,0.189549,0.41875
5/21/2019 0:00,0.152327,0.50875,0.364097,0.187049,0.41875
5/21/2019 0:15,0.150833,0.509167,0.3625,0.18715,0.417465
5/21/2019 0:30,0.151423,0.504236,0.358611,0.185385,0.4125
5/21/2019 0:45,0.15,0.502083,0.355799,0.18125,0.412048
5/21/2019 1:00,0.15,0.498426,0.35,0.18125,0.407532
5/21/2019 1:15,0.14816,0.496146,0.347847,0.18125,0.404965
5/21/2019 1:30,0.147083,0.49375,0.34375,0.178299,0.4
5/21/2019 1:45,0.14375,0.488889,0.34375,0.175,0.399132
5/21/2019 2:00,0.144167,0.4875,0.3375,0.175,0.395058
5/21/2019 2:15,0.14375,0.48875,0.33875,0.175,0.395032
5/21/2019 2:30,0.139757,0.483889,0.334167,0.170798,0.392917
5/21/2019 2:45,0.141574,0.48125,0.333438,0.169167,0.3925
5/21/2019 3:00,0.143333,0.47816,0.333819,0.16875,0.389132
5/21/2019 3:15,0.141566,0.475,0.331485,0.166667,0.3875
5/21/2019 3:30,0.138333,0.47433,0.33125,0.165833,0.3875
5/21/2019 3:45,0.1375,0.469583,0.33125,0.164132,0.384201
5/21/2019 4:00,0.1375,0.46875,0.325289,0.16285,0.3816
5/21/2019 4:15,0.1375,0.46875,0.325,0.1625,0.38125
5/21/2019 4:30,0.1375,0.465972,0.322014,0.1625,0.377465
5/21/2019 4:45,0.1375,0.464167,0.32,0.160382,0.375
5/21/2019 5:00,0.1375,0.4625,0.317882,0.157083,0.373715
5/21/2019 5:15,0.1375,0.460625,0.313333,0.157917,0.369618
5/21/2019 5:30,0.1375,0.459965,0.313391,0.157083,0.37
5/21/2019 5:45,0.1375,0.458738,0.3125,0.156667,0.365316
5/21/2019 6:00,0.1375,0.456296,0.311181,0.15625,0.365035
5/21/2019 6:15,0.1375,0.45625,0.306771,0.15625,0.364167
5/21/2019 6:30,0.1375,0.455417,0.30625,0.15625,0.365868
5/21/2019 6:45,0.135,0.451076,0.305127,0.155417,0.364583
5/21/2019 7:00,0.136007,0.449167,0.301111,0.153715,0.365
5/21/2019 7:15,0.133059,0.449167,0.301354,0.152118,0.36375
5/21/2019 7:30,0.13375,0.447083,0.293264,0.15,0.315972
5/21/2019 7:45,0.134167,0.44375,0.306516,0.15,0.358472
5/21/2019 8:00,0.13125,0.44625,0.310706,0.152083,0.368333
5/21/2019 8:15,0.128333,0.4425,0.332708,0.153299,0.389271
5/21/2019 8:30,0.13,0.441493,0.344028,0.152535,0.407986
5/21/2019 8:45,0.126667,0.435417,0.355695,0.155,0.405764
5/21/2019 9:00,0.132083,0.436354,0.367188,0.162083,0.400417
5/21/2019 9:15,0.131667,0.435382,0.357014,0.157083,0.396982
5/21/2019 9:30,0.133333,0.433229,0.347214,0.157917,0.392052
5/21/2019 9:45,0.13125,0.432917,0.33625,0.154549,0.376563
5/21/2019 10:00,0.132083,0.428264,0.323594,0.153785,0.377532
5/21/2019 10:15,0.132361,0.432604,0.315937,0.155,0.371632
5/21/2019 10:30,0.134757,0.430417,0.315208,0.151632,0.369583
5/21/2019 10:45,0.135316,0.422083,0.313125,0.153785,0.368333
5/21/2019 11:00,0.137083,0.43066,0.312489,0.15625,0.366218
5/21/2019 11:15,0.133576,0.424375,0.311632,0.154965,0.367465
5/21/2019 11:30,0.1375,0.410625,0.3075,0.15625,0.3625
5/21/2019 11:45,0.137083,0.437083,0.305,0.15875,0.357535
5/21/2019 12:00,0.134352,0.423658,0.306377,0.150868,0.357465
5/21/2019 12:15,0.132225,0.423686,0.309942,0.161285,0.355868
5/21/2019 12:30,0.132257,0.444366,0.309526,0.167118,0.3566
5/21/2019 12:45,0.136007,0.431635,0.311539,0.169618,0.35625
5/21/2019 13:00,0.135417,0.438125,0.308206,0.175,0.35583
5/21/2019 13:15,0.1375,0.435324,0.312604,0.179202,0.35625
5/21/2019 13:30,0.13809,0.438646,0.313333,0.185451,0.354618
5/21/2019 13:45,0.140243,0.447639,0.316771,0.190035,0.357083
5/21/2019 14:00,0.1375,0.4518,0.32,0.196702,0.353715
5/21/2019 14:15,0.137917,0.452882,0.326562,0.203785,0.352118
5/21/2019 14:30,0.13875,0.46191,0.328437,0.104977,0.35
5/21/2019 14:45,0.14375,0.464062,0.331736,0.222043,0.316493
5/21/2019 15:00,0.14375,0.473889,0.34132,0.259653,0.011473
5/21/2019 15:15,0.146108,0.474954,0.35237,0.271768,0.30713
5/21/2019 15:30,0.14816,0.482187,0.356667,0.280903,0.351736
5/21/2019 15:45,0.146768,0.485833,0.364653,0.290035,0.349519
5/21/2019 16:00,0.149858,0.489271,0.369618,0.300035,0.354618
5/21/2019 16:15,0.153923,0.50816,0.378437,0.309268,0.352917
5/21/2019 16:30,0.155,0.518906,0.389062,0.324303,0.350035
5/21/2019 16:45,0.15934,0.515833,0.397014,0.336317,0.35
5/21/2019 17:00,0.1625,0.522361,0.398889,0.341736,0.351632
5/21/2019 17:15,0.163542,0.525972,0.407083,0.350833,0.3425
5/21/2019 17:30,0.161667,0.531806,0.411354,0.35875,0.343365
5/21/2019 17:45,0.163333,0.548993,0.418877,0.370451,0.342468
5/21/2019 18:00,0.170174,0.552214,0.422604,0.376736,0.342083
5/21/2019 18:15,0.170324,0.569074,0.428171,0.38,0.338715
5/21/2019 18:30,0.175833,0.578287,0.435903,0.384653,0.337048
5/21/2019 18:45,0.175833,0.586805,0.436588,0.390035,0.331701
5/21/2019 19:00,0.177014,0.591979,0.440903,0.393715,0.336667
5/21/2019 19:15,0.183892,0.595208,0.450903,0.404271,0.334549
5/21/2019 19:30,0.180417,0.591458,0.446597,0.405417,0.330382
5/21/2019 19:45,0.177815,0.589583,0.445961,0.405382,0.3309
5/21/2019 20:00,0.175559,0.588333,0.444965,0.405417,0.328718
5/21/2019 20:15,0.175,0.586667,0.447083,0.404583,0.327051
5/21/2019 20:30,0.17625,0.582639,0.44375,0.402468,0.330799
5/21/2019 20:45,0.17875,0.579445,0.439097,0.398299,0.329233
5/21/2019 21:00,0.175,0.575926,0.4375,0.394167,0.326667
5/21/2019 21:15,0.17375,0.569609,0.434097,0.39375,0.32625
5/21/2019 21:30,0.171076,0.563472,0.392083,0.391218,0.325
5/21/2019 21:45,0.16875,0.559063,0.255717,0.390382,0.32407
5/21/2019 22:00,0.16441,0.55309,0.416389,0.387917,0.31875
5/21/2019 22:15,0.1625,0.5475,0.41875,0.386667,0.31875
5/21/2019 22:30,0.1625,0.54138,0.414514,0.383267,0.31875
5/21/2019 22:45,0.1625,0.5375,0.4125,0.382083,0.313715
5/21/2019 23:00,0.149896,0.53684,0.407083,0.380417,0.313333
5/21/2019 23:15,0.13816,0.530243,0.402396,0.3766,0.3125
5/21/2019 23:30,0.137917,0.524167,0.397049,0.372431,0.3125
5/21/2019 23:45,0.1375,0.52059,0.39375,0.369549,0.3125
5/22/2019 0:00,0.1375,0.518924,0.391528,0.363333,0.3125
5/22/2019 0:15,0.1375,0.512989,0.3875,0.355799,0.309132
5/22/2019 0:30,0.1375,0.510104,0.383611,0.351632,0.30625
5/22/2019 0:45,0.1375,0.505104,0.38125,0.346215,0.30625
5/22/2019 1:00,0.1375,0.5025,0.377847,0.343715,0.30625
5/22/2019 1:15,0.1375,0.5,0.375,0.337778,0.305798
5/22/2019 1:30,0.1375,0.495243,0.370729,0.335,0.304618
5/22/2019 1:45,0.1375,0.491806,0.36875,0.331701,0.302465
5/22/2019 2:00,0.1375,0.484826,0.367014,0.329482,0.3
5/22/2019 2:15,0.135417,0.482083,0.3625,0.32625,0.3
5/22/2019 2:30,0.134725,0.477187,0.3625,0.329653,0.3
5/22/2019 2:45,0.134441,0.472326,0.360359,0.32875,0.3
5/22/2019 3:00,0.136979,0.46875,0.35993,0.323333,0.3
5/22/2019 3:15,0.1375,0.46434,0.35625,0.319965,0.3
5/22/2019 3:30,0.1375,0.461667,0.35625,0.31375,0.297885
5/22/2019 3:45,0.1375,0.458333,0.354353,0.313333,0.294167
5/22/2019 4:00,0.135559,0.45625,0.355022,0.309965,0.29375
5/22/2019 4:15,0.135,0.455035,0.352083,0.3075,0.29375
5/22/2019 4:30,0.134583,0.45375,0.35,0.305483,0.29375
5/22/2019 4:45,0.13125,0.45,0.35,0.305,0.29375
5/22/2019 5:00,0.13125,0.45,0.34875,0.302465,0.29375
5/22/2019 5:15,0.13125,0.446296,0.347083,0.298683,0.292465
5/22/2019 5:30,0.133333,0.44375,0.345417,0.299549,0.290833
5/22/2019 5:45,0.135,0.443125,0.34375,0.29375,0.288333
5/22/2019 6:00,0.13625,0.438333,0.341562,0.292465,0.2875
5/22/2019 6:15,0.136076,0.4375,0.337917,0.291285,0.2875
5/22/2019 6:30,0.135,0.435694,0.335729,0.288333,0.2875
5/22/2019 6:45,0.13375,0.435972,0.331667,0.285801,0.2875
5/22/2019 7:00,0.13125,0.436621,0.329896,0.285799,0.286215
5/22/2019 7:15,0.13125,0.4375,0.326528,0.28375,0.28125
5/22/2019 7:30,0.1275,0.4375,0.323333,0.280833,0.28125
5/22/2019 7:45,0.13559,0.440382,0.3325,0.282083,0.282532
5/22/2019 8:00,0.132257,0.44375,0.344583,0.279965,0.282083
5/22/2019 8:15,0.134792,0.450648,0.361979,0.275385,0.28
5/22/2019 8:30,0.13559,0.459444,0.361693,0.2825,0.282917
5/22/2019 8:45,0.1375,0.43513,0.349167,0.277014,0.283368
5/22/2019 9:00,0.136875,0.440313,0.348565,0.279195,0.288715
5/22/2019 9:15,0.139826,0.427396,0.344583,0.275833,0.284548
5/22/2019 9:30,0.13875,0.412778,0.343125,0.276736,0.282118
5/22/2019 9:45,0.139684,0.413229,0.338472,0.279201,0.280868
5/22/2019 10:00,0.142257,0.417766,0.335,0.275417,0.2875
5/22/2019 10:15,0.139479,0.419028,0.339305,0.28,0.285
