,Zmutt / Météo (Findelen_Pluviométrie - mm),C: Zmutt / Météo (Findelen_Pluviométrie - mm) (1. Année précédente),C: Zmutt / Météo (Findelen_Pluviométrie - mm) (2. Année précédente),C: Zmutt / Météo (Findelen_Pluviométrie - mm) (3. Année précédente),C: Zmutt / Météo (Findelen_Pluviométrie - mm) (4. Année précédente)
6/12/2019 19:45,29.200001,11.525,0.225,41.299999,25.65
6/12/2019 20:00,30.6,12.55,0.225,41.299999,25.65
6/12/2019 20:15,31.85,13.075,0.225,41.299999,25.65
6/12/2019 20:30,32.424999,13.575,0.225,41.724998,25.75
6/12/2019 20:45,33.325001,14.375,0.225,41.724998,25.75
6/12/2019 21:00,33.325001,14.7,0.225,41.924999,25.75
6/12/2019 21:15,33.325001,15,0.225,41.924999,25.75
6/12/2019 21:30,33.325001,15.3,0.225,41.924999,25.75
6/12/2019 21:45,33.325001,15.3,0.225,41.924999,25.75
6/12/2019 22:00,33.325001,15.6,0.225,41.924999,25.75
6/12/2019 22:15,33.325001,15.6,0.225,42.025002,25.75
6/12/2019 22:30,33.325001,15.9,0.225,42.025002,25.75
6/12/2019 22:45,33.325001,15.9,0.225,42.025002,25.75
6/12/2019 23:00,33.325001,16.1,0.225,42.025002,25.75
6/12/2019 23:15,33.325001,16.299999,0.225,42.025002,25.75
6/12/2019 23:30,33.349998,16.299999,0.225,42.025002,25.75
6/12/2019 23:45,33.349998,16.525,0.225,42.025002,25.75
6/13/2019 0:00,33.349998,16.725,0.225,42.025002,25.75
6/13/2019 0:15,33.349998,16.725,0.225,42.025002,25.75
6/13/2019 0:30,33.349998,16.9,0.225,42.025002,25.75
6/13/2019 0:45,33.349998,16.9,0.225,42.025002,25.75
6/13/2019 1:00,33.349998,17.125,0.225,42.025002,25.75
6/13/2019 1:15,33.349998,17.424999,0.225,42.025002,25.75
6/13/2019 1:30,33.349998,17.75,0.225,42.025002,25.75
6/13/2019 1:45,33.349998,18.15,0.225,42.025002,25.85
6/13/2019 2:00,33.349998,18.549999,0.225,42.025002,25.85
6/13/2019 2:15,33.349998,18.75,0.225,42.025002,25.85
6/13/2019 2:30,33.349998,19.049999,0.225,42.025002,25.85
6/13/2019 2:45,33.349998,19.375,0.225,42.025002,25.85
6/13/2019 3:00,33.349998,19.375,0.225,42.025002,25.85
6/13/2019 3:15,33.349998,19.875,0.225,42.025002,25.85
6/13/2019 3:30,33.325001,20.174999,0.225,42.025002,25.85
6/13/2019 3:45,33.325001,20.475,0.225,42.025002,25.85
6/13/2019 4:00,33.325001,20.799999,0.225,42.025002,25.85
6/13/2019 4:15,33.325001,21.075001,0.25,42.025002,25.85
6/13/2019 4:30,33.325001,21.299999,0.25,42.025002,25.85
6/13/2019 4:45,33.325001,21.299999,0.25,42.025002,25.85
6/13/2019 5:00,33.325001,21.299999,0.25,42.025002,25.85
6/13/2019 5:15,33.325001,21.6,0.25,42.025002,25.85
6/13/2019 5:30,33.325001,21.799999,0.25,42.025002,25.85
6/13/2019 5:45,33.325001,21.799999,0.25,42.025002,25.85
6/13/2019 6:00,33.325001,22,0.225,42.025002,25.85
6/13/2019 6:15,33.349998,22,0.225,42.025002,25.85
6/13/2019 6:30,33.349998,22,0.225,42.025002,25.85
6/13/2019 6:45,33.349998,22,0.225,42.025002,25.85
6/13/2019 7:00,33.349998,22,0.225,42.025002,25.85
6/13/2019 7:15,33.349998,22.200001,0.225,42.025002,25.85
6/13/2019 7:30,33.349998,22.5,0.225,42.025002,25.85
6/13/2019 7:45,33.349998,22.5,0.225,42.025002,25.85
6/13/2019 8:00,33.349998,22.799999,0.225,42.025002,25.85
6/13/2019 8:15,33.349998,23.025,0.225,42.025002,25.85
6/13/2019 8:30,33.349998,23.025,0.225,42.025002,25.85
6/13/2019 8:45,33.349998,23.325001,0.225,42.025002,25.85
6/13/2019 9:00,33.349998,23.325001,0.225,42.025002,25.85
6/13/2019 9:15,33.349998,23.325001,0.225,42.025002,25.85
6/13/2019 9:30,33.349998,23.325001,0.225,42.025002,25.85
6/13/2019 9:45,33.349998,23.325001,0.225,42.025002,25.950001
6/13/2019 10:00,33.349998,23.325001,0.225,42.025002,25.950001
6/13/2019 10:15,33.349998,23.325001,0.225,42.025002,25.950001
6/13/2019 10:30,33.349998,23.325001,0.225,42.025002,25.950001
6/13/2019 10:45,33.349998,23.325001,0.225,42.025002,25.950001
6/13/2019 11:00,33.349998,23.325001,0.225,42.025002,25.950001
6/13/2019 11:15,33.349998,23.325001,0.225,42.025002,25.950001
6/13/2019 11:30,33.349998,23.325001,0.225,42.025002,25.950001
6/13/2019 11:45,33.349998,23.325001,0.225,42.025002,26.049999
6/13/2019 12:00,24.75,23.325001,0.225,42.025002,26.049999
6/13/2019 12:15,24.75,23.325001,0.225,42.025002,26.049999
6/13/2019 12:30,24.75,23.325001,0.225,42.025002,26.049999
6/13/2019 12:45,24.75,23.325001,0.225,42.025002,26.15
6/13/2019 13:00,24.75,23.325001,0.225,42.025002,26.15
6/13/2019 13:15,24.75,23.325001,0.225,42.025002,26.15
6/13/2019 13:30,24.75,23.325001,0.225,42.025002,26.15
6/13/2019 13:45,24.75,23.325001,0.225,42.025002,26.15
6/13/2019 14:00,24.75,23.325001,0.225,42.025002,26.15
6/13/2019 14:15,24.75,23.325001,0.225,42.025002,26.15
6/13/2019 14:30,24.75,23.325001,0.225,42.025002,26.15
6/13/2019 14:45,24.75,23.325001,0.225,42.025002,26.15
6/13/2019 15:00,24.75,23.325001,0.225,42.025002,26.275
6/13/2019 15:15,24.75,23.325001,0.225,42.025002,26.275
6/13/2019 15:30,24.75,23.325001,0.225,42.025002,26.275
6/13/2019 15:45,24.75,23.325001,0.225,42.025002,26.275
6/13/2019 16:00,24.75,23.325001,0.225,42.025002,26.275
6/13/2019 16:15,24.75,23.325001,0.225,42.025002,26.275
6/13/2019 16:30,24.75,23.325001,0.225,42.025002,26.275
6/13/2019 16:45,24.75,23.325001,0.225,42.025002,26.275
6/13/2019 17:00,24.75,23.325001,0.225,42.025002,26.275
6/13/2019 17:15,24.75,23.325001,0.225,42.025002,26.275
6/13/2019 17:30,24.75,23.325001,0.225,42.025002,26.375
6/13/2019 17:45,24.75,23.325001,0.225,42.025002,26.375
6/13/2019 18:00,24.75,23.325001,0.225,42.025002,26.375
6/13/2019 18:15,24.75,23.325001,0.225,42.025002,26.375
6/13/2019 18:30,24.75,23.325001,0.225,42.025002,26.375
6/13/2019 18:45,24.75,23.325001,0.225,42.025002,26.375
6/13/2019 19:00,24.75,23.325001,0.225,42.025002,26.375
6/13/2019 19:15,24.75,23.325001,0.225,42.025002,26.35
6/13/2019 19:30,24.75,23.325001,0.225,42.025002,26.35
6/13/2019 19:45,24.75,23.325001,0.225,42.025002,26.35
6/13/2019 20:00,24.75,23.325001,0.225,42.025002,26.35
6/13/2019 20:15,24.75,23.325001,0.225,42.025002,26.35
6/13/2019 20:30,24.75,23.325001,0.225,42.025002,26.35
6/13/2019 20:45,24.75,23.325001,0.225,42.025002,26.450001
6/13/2019 21:00,24.75,23.325001,0.225,42.025002,26.450001
6/13/2019 21:15,24.75,23.325001,0.225,42.025002,26.450001
6/13/2019 21:30,24.75,23.325001,0.225,42.025002,26.450001
6/13/2019 21:45,24.75,23.325001,0.225,42.025002,26.450001
6/13/2019 22:00,24.75,23.325001,0.225,42.025002,26.450001
6/13/2019 22:15,24.75,23.325001,0.225,42.025002,26.450001
6/13/2019 22:30,24.75,23.325001,0.225,42.025002,26.450001
6/13/2019 22:45,24.75,23.325001,0.225,42.125,26.450001
6/13/2019 23:00,24.75,23.325001,0.225,42.125,26.450001
6/13/2019 23:15,24.75,23.325001,0.225,42.125,26.450001
6/13/2019 23:30,24.75,23.325001,0.225,42.125,26.450001
6/13/2019 23:45,24.75,23.325001,0.225,42.125,26.450001
6/14/2019 0:00,24.75,23.325001,0.225,42.224998,26.450001
6/14/2019 0:15,24.75,23.325001,0.225,42.224998,26.450001
6/14/2019 0:30,24.75,23.325001,0.225,42.224998,26.450001
6/14/2019 0:45,24.75,23.325001,0.225,42.325001,26.450001
6/14/2019 1:00,24.75,23.325001,0.3,42.325001,26.450001
6/14/2019 1:15,24.75,23.325001,0.625,42.325001,26.450001
6/14/2019 1:30,24.75,23.325001,0.625,42.325001,26.450001
6/14/2019 1:45,24.75,23.325001,0.625,42.325001,26.450001
6/14/2019 2:00,24.75,23.325001,0.725,42.325001,26.450001
6/14/2019 2:15,24.75,23.325001,0.725,42.325001,26.450001
6/14/2019 2:30,24.75,23.325001,0.725,42.325001,26.450001
6/14/2019 2:45,24.75,23.325001,0.725,42.325001,26.549999
6/14/2019 3:00,24.75,23.325001,0.725,42.325001,26.549999
6/14/2019 3:15,24.75,23.325001,0.725,42.424999,26.549999
6/14/2019 3:30,24.75,23.325001,0.725,42.424999,26.549999
6/14/2019 3:45,24.75,23.325001,0.725,42.424999,26.549999
6/14/2019 4:00,24.75,23.325001,0.725,42.625,26.549999
6/14/2019 4:15,24.75,23.325001,0.725,42.625,26.549999
6/14/2019 4:30,24.75,23.325001,0.725,42.625,26.549999
6/14/2019 4:45,24.75,23.325001,0.725,42.625,26.549999
6/14/2019 5:00,24.75,23.325001,0.725,42.625,26.549999
6/14/2019 5:15,24.75,23.325001,0.725,42.724998,26.549999
6/14/2019 5:30,24.75,23.325001,0.725,42.724998,26.549999
6/14/2019 5:45,24.75,23.325001,0.725,42.825001,26.549999
6/14/2019 6:00,24.75,23.325001,0.725,42.825001,26.549999
6/14/2019 6:15,24.75,23.325001,0.725,42.825001,26.549999
6/14/2019 6:30,24.75,23.325001,0.725,42.825001,26.549999
6/14/2019 6:45,24.75,23.325001,0.725,42.825001,26.549999
6/14/2019 7:00,24.75,23.325001,0.725,42.825001,26.549999
6/14/2019 7:15,24.75,23.325001,0.725,42.825001,26.549999
6/14/2019 7:30,24.75,23.325001,0.725,42.825001,26.549999
6/14/2019 7:45,24.75,23.325001,0.925,42.825001,26.549999
6/14/2019 8:00,24.75,23.325001,0.925,42.825001,26.549999
6/14/2019 8:15,24.75,23.325001,0.925,42.825001,26.674999
6/14/2019 8:30,24.85,23.325001,0.925,42.825001,26.674999
6/14/2019 8:45,24.85,23.325001,0.925,42.825001,26.674999
6/14/2019 9:00,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 9:15,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 9:30,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 9:45,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 10:00,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 10:15,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 10:30,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 10:45,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 11:00,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 11:15,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 11:30,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 11:45,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 12:00,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 12:15,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 12:30,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 12:45,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 13:00,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 13:15,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 13:30,24.85,23.325001,1.25,42.825001,26.674999
6/14/2019 13:45,24.85,23.325001,1.25,42.825001,26.65
6/14/2019 14:00,24.85,23.325001,1.25,42.825001,26.65
6/14/2019 14:15,24.85,23.325001,1.25,42.825001,26.65
6/14/2019 14:30,24.85,23.325001,1.25,42.825001,26.65
6/14/2019 14:45,24.85,23.325001,1.25,42.825001,26.75
6/14/2019 15:00,24.85,23.325001,1.25,42.825001,26.75
6/14/2019 15:15,24.85,23.325001,1.25,42.825001,26.75
6/14/2019 15:30,24.85,23.325001,1.25,42.825001,26.75
6/14/2019 15:45,24.85,23.325001,1.25,42.825001,26.75
6/14/2019 16:00,24.85,23.325001,1.225,42.825001,26.75
6/14/2019 16:15,24.85,23.325001,1.225,42.825001,26.75
6/14/2019 16:30,24.85,23.325001,1.55,42.825001,26.75
6/14/2019 16:45,24.85,23.325001,1.55,42.825001,26.75
6/14/2019 17:00,24.85,23.325001,1.55,42.825001,26.85
6/14/2019 17:15,24.85,23.325001,1.55,42.825001,26.85
6/14/2019 17:30,24.85,23.325001,1.55,42.825001,26.85
6/14/2019 17:45,24.85,23.325001,1.55,42.825001,26.85
6/14/2019 18:00,24.85,23.325001,1.55,42.825001,26.950001
6/14/2019 18:15,24.85,23.325001,1.55,42.825001,26.950001
6/14/2019 18:30,24.85,23.325001,1.55,42.825001,26.950001
6/14/2019 18:45,24.85,23.325001,1.55,42.825001,26.950001
6/14/2019 19:00,24.85,23.325001,1.55,42.825001,26.950001
6/14/2019 19:15,24.85,23.325001,1.55,42.825001,26.950001
6/14/2019 19:30,24.85,23.325001,1.55,42.825001,27.049999
6/14/2019 19:45,24.85,23.325001,1.55,42.825001,27.049999
6/14/2019 20:00,24.85,23.325001,1.55,42.825001,27.049999
6/14/2019 20:15,24.85,23.325001,1.55,42.825001,27.049999
6/14/2019 20:30,24.85,23.325001,2.875,42.825001,27.049999
6/14/2019 20:45,24.85,23.325001,3.1,42.825001,27.049999
6/14/2019 21:00,24.85,23.325001,3.4,42.825001,27.049999
6/14/2019 21:15,26.450001,23.325001,4.625,42.825001,27.075001
6/14/2019 21:30,26.975,23.325001,6.025,42.825001,27.075001
6/14/2019 21:45,26.975,23.325001,7.05,42.825001,27.075001
6/14/2019 22:00,27.075001,23.325001,7.65,42.825001,27.075001
6/14/2019 22:15,27.275,23.325001,8.875,42.825001,27.075001
6/14/2019 22:30,27.275,23.325001,9.375,42.825001,27.075001
6/14/2019 22:45,27.275,23.325001,9.7,42.825001,27.075001
6/14/2019 23:00,27.275,23.325001,10.1,42.825001,27.075001
6/14/2019 23:15,27.475,23.325001,10.1,42.825001,27.075001
6/14/2019 23:30,27.475,23.325001,10.2,42.825001,27.075001
6/14/2019 23:45,27.475,23.325001,10.2,42.825001,27.174999
6/15/2019 0:00,27.674999,23.325001,10.2,42.825001,27.174999
6/15/2019 0:15,27.875,23.325001,10.2,42.825001,27.174999
6/15/2019 0:30,27.875,23.325001,10.2,42.825001,27.174999
6/15/2019 0:45,27.875,23.325001,10.2,42.825001,27.174999
6/15/2019 1:00,27.875,23.325001,10.2,42.825001,27.174999
6/15/2019 1:15,27.875,23.325001,10.2,42.825001,27.174999
6/15/2019 1:30,27.875,23.325001,10.2,42.825001,27.174999
6/15/2019 1:45,28.174999,23.325001,10.2,42.825001,27.174999
6/15/2019 2:00,28.299999,23.325001,10.2,42.825001,27.174999
6/15/2019 2:15,28.299999,23.325001,10.2,42.825001,27.275
6/15/2019 2:30,28.299999,23.325001,10.2,42.825001,27.275
6/15/2019 2:45,28.475,23.325001,10.2,42.825001,27.275
6/15/2019 3:00,28.475,23.325001,10.2,42.825001,27.275
6/15/2019 3:15,28.475,23.325001,10.2,42.825001,27.275
6/15/2019 3:30,28.475,23.325001,10.2,42.825001,27.275
6/15/2019 3:45,28.475,23.325001,10.2,42.825001,27.275
6/15/2019 4:00,28.475,23.325001,10.2,42.825001,27.275
6/15/2019 4:15,28.475,23.325001,10.2,42.825001,27.325
6/15/2019 4:30,28.475,23.325001,10.2,42.825001,27.375
6/15/2019 4:45,28.475,23.325001,10.2,42.825001,27.375
6/15/2019 5:00,28.475,23.325001,10.2,42.825001,27.375
6/15/2019 5:15,28.475,23.325001,10.2,42.825001,27.375
6/15/2019 5:30,28.475,23.325001,10.2,42.825001,27.375
6/15/2019 5:45,28.475,23.325001,10.2,42.825001,27.375
6/15/2019 6:00,28.475,23.325001,10.2,42.825001,27.375
6/15/2019 6:15,28.475,23.325001,10.2,42.825001,27.375
6/15/2019 6:30,28.475,23.325001,10.2,42.825001,27.375
6/15/2019 6:45,28.475,23.325001,10.2,42.825001,27.375
6/15/2019 7:00,28.475,23.325001,10.2,42.825001,27.375
6/15/2019 7:15,28.475,23.325001,10.2,42.825001,27.375
6/15/2019 7:30,28.5,23.325001,10.2,42.825001,27.375
6/15/2019 7:45,28.5,23.325001,10.2,42.825001,27.375
6/15/2019 8:00,28.5,23.325001,10.2,42.825001,27.375
6/15/2019 8:15,28.5,23.325001,10.2,42.825001,27.375
6/15/2019 8:30,28.5,23.325001,10.2,42.825001,27.375
6/15/2019 8:45,28.5,23.325001,10.2,42.825001,27.375
6/15/2019 9:00,28.5,23.325001,10.2,42.825001,27.375
6/15/2019 9:15,28.5,23.325001,10.2,42.825001,27.375
6/15/2019 9:30,28.5,23.325001,10.2,42.825001,27.375
6/15/2019 9:45,28.5,23.325001,10.2,42.825001,27.375
6/15/2019 10:00,28.5,23.325001,10.2,42.825001,27.375
6/15/2019 10:15,28.475,23.325001,10.2,42.825001,27.375
6/15/2019 10:30,28.475,23.325001,10.2,42.825001,27.375
6/15/2019 10:45,28.475,23.325001,10.2,42.825001,27.475
6/15/2019 11:00,28.475,23.325001,10.2,42.825001,27.475
6/15/2019 11:15,28.475,23.325001,10.2,42.825001,27.475
6/15/2019 11:30,28.475,23.325001,10.2,42.825001,27.475
6/15/2019 11:45,28.475,23.325001,10.2,42.825001,27.475
6/15/2019 12:00,28.475,23.325001,10.2,42.825001,27.475
6/15/2019 12:15,28.475,23.325001,10.2,42.825001,27.475
6/15/2019 12:30,28.475,23.325001,10.2,42.825001,27.475
6/15/2019 12:45,28.475,23.325001,10.2,42.825001,27.475
6/15/2019 13:00,28.475,23.325001,10.2,42.825001,27.475
6/15/2019 13:15,28.475,23.325001,10.2,42.825001,27.475
6/15/2019 13:30,28.475,23.325001,10.2,42.825001,27.475
6/15/2019 13:45,28.475,23.325001,10.2,42.825001,27.475
6/15/2019 14:00,28.475,23.325001,10.2,42.825001,27.475
6/15/2019 14:15,28.5,23.325001,10.2,42.825001,27.475
6/15/2019 14:30,28.5,23.325001,10.2,42.825001,27.575001
6/15/2019 14:45,28.5,23.325001,10.2,42.825001,27.575001
6/15/2019 15:00,28.5,23.325001,10.2,42.825001,27.575001
6/15/2019 15:15,28.5,23.325001,10.2,42.825001,27.575001
6/15/2019 15:30,28.5,23.325001,10.2,42.825001,27.575001
6/15/2019 15:45,28.5,23.325001,10.2,42.825001,27.575001
6/15/2019 16:00,28.5,23.325001,10.2,42.825001,27.575001
6/15/2019 16:15,28.5,23.325001,10.2,42.825001,27.575001
6/15/2019 16:30,28.5,23.325001,10.2,42.825001,27.575001
6/15/2019 16:45,28.5,23.325001,10.2,42.825001,27.575001
6/15/2019 17:00,28.475,23.325001,10.2,42.825001,27.575001
6/15/2019 17:15,28.475,23.325001,10.2,42.849998,27.575001
6/15/2019 17:30,28.475,23.325001,10.2,42.849998,27.575001
6/15/2019 17:45,28.475,23.325001,10.2,42.849998,27.575001
6/15/2019 18:00,28.475,23.325001,10.2,42.849998,27.575001
6/15/2019 18:15,28.475,23.325001,10.2,42.849998,27.575001
6/15/2019 18:30,28.475,23.325001,10.2,42.849998,27.575001
6/15/2019 18:45,29.799999,23.325001,10.2,42.849998,27.700001
6/15/2019 19:00,30.299999,23.325001,10.225,42.825001,27.700001
6/15/2019 19:15,31.725,23.325001,10.225,42.825001,27.700001
6/15/2019 19:30,32.224998,23.325001,10.225,42.825001,27.700001
6/15/2019 19:45,32.525002,23.325001,10.225,42.825001,27.700001
6/15/2019 20:00,33.75,23.325001,10.225,42.825001,27.700001
6/15/2019 20:15,33.950001,23.325001,10.225,42.825001,27.700001
6/15/2019 20:30,33.950001,23.325001,10.225,42.825001,27.674999
6/15/2019 20:45,34.049999,23.325001,10.2,42.825001,27.674999
6/15/2019 21:00,34.049999,23.325001,10.2,42.825001,27.674999
6/15/2019 21:15,34.049999,23.325001,10.2,42.825001,27.674999
6/15/2019 21:30,34.049999,23.325001,10.2,42.825001,27.674999
6/15/2019 21:45,34.049999,23.325001,10.2,42.825001,27.674999
6/15/2019 22:00,34.049999,23.325001,10.2,42.825001,27.674999
6/15/2019 22:15,34.049999,23.325001,10.2,42.825001,27.674999
6/15/2019 22:30,34.049999,23.325001,10.2,42.825001,27.674999
6/15/2019 22:45,34.049999,23.325001,10.2,42.825001,27.674999
6/15/2019 23:00,34.049999,23.325001,10.2,42.825001,27.674999
6/15/2019 23:15,34.049999,23.325001,10.2,42.825001,27.775
6/15/2019 23:30,34.049999,23.325001,10.2,42.825001,27.775
6/15/2019 23:45,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 0:00,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 0:15,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 0:30,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 0:45,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 1:00,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 1:15,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 1:30,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 1:45,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 2:00,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 2:15,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 2:30,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 2:45,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 3:00,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 3:15,34.049999,23.325001,10.2,42.825001,27.775
6/16/2019 3:30,34.049999,23.325001,10.2,43.025002,27.775
6/16/2019 3:45,34.049999,23.325001,10.2,43.950001,27.775
6/16/2019 4:00,34.049999,23.325001,10.2,44.349998,27.775
6/16/2019 4:15,34.049999,23.325001,10.2,44.525002,27.775
6/16/2019 4:30,34.049999,23.325001,10.2,44.724998,27.775
6/16/2019 4:45,34.049999,23.325001,10.2,44.724998,27.775
6/16/2019 5:00,34.049999,23.325001,10.2,44.825001,27.775
6/16/2019 5:15,34.049999,23.325001,10.2,44.825001,27.775
6/16/2019 5:30,34.049999,23.325001,10.2,44.950001,27.775
6/16/2019 5:45,34.049999,23.325001,10.2,44.950001,27.875
6/16/2019 6:00,34.049999,23.325001,10.2,45.049999,27.875
6/16/2019 6:15,34.049999,23.325001,10.2,45.049999,27.875
6/16/2019 6:30,34.049999,23.325001,10.2,45.049999,27.875
6/16/2019 6:45,34.049999,23.325001,10.2,45.049999,27.875
6/16/2019 7:00,34.049999,23.325001,10.2,45.150002,27.875
6/16/2019 7:15,34.049999,23.325001,10.2,45.150002,27.875
6/16/2019 7:30,34.049999,23.325001,10.2,45.150002,27.875
6/16/2019 7:45,34.049999,23.325001,10.2,45.25,27.875
6/16/2019 8:00,34.049999,23.325001,10.2,45.25,27.875
6/16/2019 8:15,34.049999,23.325001,10.2,45.25,27.875
6/16/2019 8:30,34.049999,23.325001,10.2,45.25,27.875
6/16/2019 8:45,34.049999,23.325001,10.2,45.450001,27.875
6/16/2019 9:00,34.049999,23.325001,10.2,45.450001,27.875
6/16/2019 9:15,34.049999,23.325001,10.2,45.450001,27.875
6/16/2019 9:30,34.049999,23.325001,10.2,45.549999,27.875
6/16/2019 9:45,34.049999,23.325001,10.2,45.549999,27.875
6/16/2019 10:00,34.049999,23.325001,10.2,45.549999,27.875
6/16/2019 10:15,34.049999,23.325001,10.2,45.549999,27.875
6/16/2019 10:30,34.049999,23.325001,10.2,45.549999,27.875
6/16/2019 10:45,34.049999,23.325001,10.2,45.549999,27.875
6/16/2019 11:00,34.049999,23.325001,10.2,45.549999,27.875
6/16/2019 11:15,34.049999,23.325001,10.2,45.616666,27.875
6/16/2019 11:30,34.049999,23.325001,10.2,45.683333,27.875
6/16/2019 11:45,34.049999,23.325001,10.2,45.75,27.875
6/16/2019 12:00,34.049999,23.325001,10.2,45.75,27.9
6/16/2019 12:15,34.049999,23.325001,10.2,45.75,27.9
6/16/2019 12:30,34.049999,23.325001,10.2,45.75,27.9
6/16/2019 12:45,34.049999,23.325001,10.2,45.75,27.9
6/16/2019 13:00,34.049999,23.325001,10.2,45.75,27.9
6/16/2019 13:15,34.049999,23.325001,10.2,45.75,27.9
6/16/2019 13:30,34.049999,23.325001,10.2,45.75,27.9
6/16/2019 13:45,34.049999,23.325001,10.2,45.75,28
6/16/2019 14:00,34.049999,23.325001,10.2,45.75,28
6/16/2019 14:15,34.049999,23.325001,10.2,45.75,28
6/16/2019 14:30,34.049999,23.325001,10.2,45.75,28
6/16/2019 14:45,34.049999,23.325001,10.2,45.75,28
6/16/2019 15:00,34.049999,23.325001,10.2,45.75,28
6/16/2019 15:15,34.049999,23.325001,10.2,45.75,28
6/16/2019 15:30,34.049999,23.325001,10.2,45.75,27.975
6/16/2019 15:45,34.049999,23.325001,10.2,45.75,27.975
6/16/2019 16:00,34.049999,23.325001,10.225,45.75,27.975
6/16/2019 16:15,34.049999,23.325001,10.225,45.75,27.975
6/16/2019 16:30,34.049999,23.325001,10.225,45.75,27.975
6/16/2019 16:45,34.049999,23.325001,10.225,45.75,27.975
6/16/2019 17:00,34.049999,23.325001,10.225,46.349998,27.975
6/16/2019 17:15,34.049999,23.325001,10.225,46.650002,27.975
6/16/2019 17:30,34.049999,23.325001,10.225,46.650002,27.975
6/16/2019 17:45,34.049999,23.325001,10.2,46.849998,27.975
6/16/2019 18:00,34.049999,23.325001,10.2,46.950001,27.975
6/16/2019 18:15,34.049999,23.325001,10.2,46.950001,27.975
6/16/2019 18:30,34.049999,23.325001,10.2,46.950001,27.975
6/16/2019 18:45,34.049999,23.325001,10.2,46.950001,27.975
6/16/2019 19:00,34.049999,23.325001,10.2,46.950001,27.975
6/16/2019 19:15,34.049999,23.325001,10.2,46.950001,27.975
6/16/2019 19:30,34.049999,23.325001,10.2,47.150002,27.975
6/16/2019 19:45,34.049999,23.325001,10.2,47.150002,27.975
6/16/2019 20:00,34.049999,23.325001,10.2,47.450001,27.975
6/16/2019 20:15,34.049999,23.325001,10.2,48.275002,28.075001
6/16/2019 20:30,34.049999,23.325001,10.2,48.775002,28.075001
6/16/2019 20:45,34.049999,23.325001,10.2,49.174999,28.075001
6/16/2019 21:00,34.049999,23.325001,10.2,49.375,28.075001
6/16/2019 21:15,34.049999,23.325001,10.2,49.375,28.075001
6/16/2019 21:30,34.049999,23.325001,10.2,0.225,28.075001
6/16/2019 21:45,34.049999,23.325001,10.2,0.225,28.075001
6/16/2019 22:00,34.049999,23.325001,10.2,0.4,28.075001
6/16/2019 22:15,34.049999,23.325001,10.2,0.725,28.174999
6/16/2019 22:30,34.049999,23.325001,10.2,1.65,28.174999
6/16/2019 22:45,34.049999,23.325001,10.2,2.075,28.174999
6/16/2019 23:00,34.049999,23.325001,10.2,2.975,28.174999
6/16/2019 23:15,34.049999,23.325001,10.2,3.5,28.174999
6/16/2019 23:30,34.049999,23.325001,10.2,4.625,28.174999
6/16/2019 23:45,34.049999,23.325001,10.2,5.025,28.174999
6/17/2019 0:00,34.049999,23.325001,10.2,5.325,28.174999
6/17/2019 0:15,34.049999,23.325001,10.2,5.725,28.174999
6/17/2019 0:30,34.049999,23.325001,10.2,6.025,28.299999
6/17/2019 0:45,34.049999,23.325001,10.2,6.025,28.299999
6/17/2019 1:00,34.049999,23.325001,10.2,6.25,28.299999
6/17/2019 1:15,34.049999,23.325001,10.2,6.25,28.299999
6/17/2019 1:30,34.049999,23.325001,10.2,6.25,28.299999
6/17/2019 1:45,34.049999,23.325001,10.2,6.25,28.299999
6/17/2019 2:00,34.049999,23.325001,10.2,6.25,28.299999
6/17/2019 2:15,34.049999,23.325001,10.2,6.25,28.299999
